0.20000000 0.00227088 0.00000000
0.20005000 0.00224727 0.00000000
0.20010001 0.00225747 0.00000000
0.20015004 0.00227217 0.00000000
0.20020008 0.00227497 0.00000000
0.20025013 0.00225854 0.00000000
0.20030019 0.00226647 0.00000000
0.20035026 0.00228593 0.00000000
0.20040035 0.00230930 0.00000000
0.20045045 0.00229094 0.00000000
0.20050056 0.00227723 0.00000000
0.20055069 0.00229067 0.00000000
0.20060083 0.00230243 0.00000000
0.20065098 0.00233466 0.00000000
0.20070114 0.00232825 0.00000000
0.20075131 0.00230522 0.00000000
0.20080150 0.00229500 0.00000000
0.20085170 0.00230300 0.00000000
0.20090192 0.00230431 0.00000000
0.20095214 0.00229063 0.00000000
0.20100238 0.00229021 0.00000000
0.20105263 0.00228175 0.00000000
0.20110289 0.00231730 0.00000000
0.20115317 0.00235586 0.00000000
0.20120346 0.00234591 0.00000000
0.20125376 0.00233821 0.00000000
0.20130407 0.00236093 0.00000000
0.20135440 0.00239275 0.00000000
0.20140474 0.00239535 0.00000000
0.20145509 0.00237274 0.00000000
0.20150545 0.00233275 0.00000000
0.20155583 0.00233090 0.00000000
0.20160622 0.00235958 0.00000000
0.20165662 0.00237847 0.00000000
0.20170703 0.00238715 0.00000000
0.20175746 0.00239957 0.00000000
0.20180790 0.00240131 0.00000000
0.20185835 0.00239102 0.00000000
0.20190881 0.00240204 0.00000000
0.20195929 0.00242546 0.00000000
0.20200978 0.00243626 0.00000000
0.20206028 0.00242509 0.00000000
0.20211080 0.00239892 0.00000000
0.20216133 0.00242467 0.00000000
0.20221187 0.00244734 0.00000000
0.20226242 0.00244636 0.00000000
0.20231299 0.00246296 0.00000000
0.20236356 0.00246020 0.00000000
0.20241415 0.00247105 0.00000000
0.20246476 0.00250241 0.00000000
0.20251537 0.00248719 0.00000000
0.20256600 0.00250025 0.00000000
0.20261664 0.00252024 0.00000000
0.20266730 0.00248518 0.00000000
0.20271797 0.00249915 0.00000000
0.20276864 0.00249791 0.00000000
0.20281934 0.00246892 0.00000000
0.20287004 0.00250797 0.00000000
0.20292076 0.00254771 0.00000000
0.20297149 0.00258109 0.00000000
0.20302223 0.00256404 0.00000000
0.20307299 0.00250529 0.00000000
0.20312376 0.00251504 0.00000000
0.20317454 0.00251206 0.00000000
0.20322533 0.00251987 0.00000000
0.20327614 0.00254222 0.00000000
0.20332696 0.00254680 0.00000000
0.20337779 0.00253528 0.00000000
0.20342863 0.00252554 0.00000000
0.20347949 0.00256551 0.00000000
0.20353036 0.00258082 0.00000000
0.20358124 0.00256888 0.00000000
0.20363214 0.00254688 0.00000000
0.20368305 0.00254168 0.00000000
0.20373397 0.00253400 0.00000000
0.20378490 0.00251585 0.00000000
0.20383585 0.00255336 0.00000000
0.20388680 0.00260488 0.00000000
0.20393778 0.00263374 0.00000000
0.20398876 0.00264297 0.00000000
0.20403976 0.00262939 0.00000000
0.20409077 0.00260827 0.00000000
0.20414179 0.00258940 0.00000000
0.20419283 0.00256958 0.00000000
0.20424387 0.00256993 0.00000000
0.20429494 0.00259458 0.00000000
