# pixelID   x   y   z   l2  two_theta   azimuthal   polar_width azimuthal_width
113020001 0.714487 -0.413400 2.213767 2.362659 20.449364 -30.053540 0.969128 1.678784
113020002 0.713227 -0.413400 2.218606 2.366813 20.383710 -30.097392 0.968874 1.675124
113020003 0.711967 -0.413400 2.223444 2.370971 20.318298 -30.141360 0.968621 1.671472
113020004 0.710708 -0.413400 2.228283 2.375132 20.253125 -30.185444 0.968369 1.667828
113020005 0.709448 -0.413400 2.233122 2.379296 20.188192 -30.229646 0.968118 1.664191
113020006 0.708188 -0.413400 2.237960 2.383463 20.123497 -30.273965 0.967867 1.660562
113020007 0.706928 -0.413400 2.242799 2.387634 20.059039 -30.318401 0.967618 1.656940
113020008 0.705668 -0.413400 2.247638 2.391807 19.994817 -30.362956 0.967370 1.653326
113020009 0.704408 -0.413400 2.252476 2.395984 19.930829 -30.407630 0.967123 1.649719
113020010 0.703148 -0.413400 2.257315 2.400164 19.867076 -30.452422 0.966876 1.646119
113020011 0.701889 -0.413400 2.262154 2.404347 19.803556 -30.497334 0.966631 1.642527
113020012 0.700629 -0.413400 2.266992 2.408534 19.740267 -30.542366 0.966387 1.638943
113020013 0.699369 -0.413400 2.271831 2.412723 19.677210 -30.587518 0.966144 1.635366
113020014 0.698109 -0.413400 2.276670 2.416916 19.614383 -30.632790 0.965902 1.631796
113020015 0.696849 -0.413400 2.281508 2.421111 19.551784 -30.678184 0.965661 1.628234
113020016 0.695589 -0.413400 2.286347 2.425310 19.489414 -30.723700 0.965421 1.624678
113020017 0.694330 -0.413400 2.291186 2.429511 19.427271 -30.769337 0.965182 1.621131
113020018 0.693070 -0.413400 2.296024 2.433716 19.365353 -30.815097 0.964945 1.617590
113020019 0.691810 -0.413400 2.300863 2.437924 19.303661 -30.860980 0.964708 1.614056
113020020 0.690550 -0.413400 2.305702 2.442134 19.242193 -30.906986 0.964473 1.610530
113020021 0.689290 -0.413400 2.310541 2.446348 19.180948 -30.953116 0.964239 1.607011
113020022 0.688030 -0.413400 2.315379 2.450564 19.119925 -30.999370 0.964006 1.603499
113020023 0.686770 -0.413400 2.320218 2.454784 19.059124 -31.045748 0.963775 1.599994
113020024 0.685511 -0.413400 2.325057 2.459006 18.998543 -31.092252 0.963545 1.596496
113020025 0.684251 -0.413400 2.329895 2.463232 18.938181 -31.138881 0.963316 1.593005
113020026 0.682991 -0.413400 2.334734 2.467460 18.878038 -31.185636 0.963088 1.589521
113020027 0.681731 -0.413400 2.339573 2.471691 18.818112 -31.232518 0.962861 1.586045
113020028 0.680471 -0.413400 2.344411 2.475925 18.758403 -31.279526 0.962636 1.582575
113020029 0.679211 -0.413400 2.349250 2.480162 18.698910 -31.326662 0.962413 1.579112
113020030 0.677951 -0.413400 2.354089 2.484402 18.639631 -31.373926 0.962190 1.575655
113020031 0.676692 -0.413400 2.358927 2.488644 18.580567 -31.421318 0.961969 1.572206
113020032 0.675432 -0.413400 2.363766 2.492889 18.521715 -31.468838 0.961749 1.568764
113020033 0.674172 -0.413400 2.368605 2.497137 18.463075 -31.516488 0.961531 1.565328
113020034 0.672912 -0.413400 2.373443 2.501388 18.404647 -31.564267 0.961314 1.561899
113020035 0.671652 -0.413400 2.378282 2.505642 18.346428 -31.612176 0.961098 1.558477
113020036 0.670392 -0.413400 2.383121 2.509898 18.288419 -31.660216 0.960884 1.555061
113020037 0.669133 -0.413400 2.387959 2.514157 18.230619 -31.708386 0.960671 1.551653
113020038 0.667873 -0.413400 2.392798 2.518419 18.173026 -31.756689 0.960460 1.548250
113020039 0.666613 -0.413400 2.397637 2.522684 18.115640 -31.805123 0.960250 1.544855
113020040 0.665353 -0.413400 2.402475 2.526951 18.058460 -31.853689 0.960042 1.541466
113020041 0.664093 -0.413400 2.407314 2.531221 18.001484 -31.902389 0.959835 1.538084
113020042 0.662833 -0.413400 2.412153 2.535494 17.944713 -31.951221 0.959629 1.534708
113020043 0.661573 -0.413400 2.416991 2.539769 17.888146 -32.000188 0.959426 1.531338
