# pixelID   x   y   z   l2  two_theta   azimuthal   polar_width azimuthal_width
113040001 0.714487 0.014600 2.213767 2.326257 17.890836 1.170633 0.106519 1.950786
113040002 0.713227 0.014600 2.218606 2.330476 17.824820 1.172700 0.106288 1.947254
113040003 0.711967 0.014600 2.223444 2.334698 17.759044 1.174775 0.106058 1.943733
113040004 0.710708 0.014600 2.228283 2.338924 17.693505 1.176856 0.105829 1.940222
113040005 0.709448 0.014600 2.233122 2.343152 17.628202 1.178946 0.105601 1.936721
113040006 0.708188 0.014600 2.237960 2.347384 17.563135 1.181042 0.105375 1.933230
113040007 0.706928 0.014600 2.242799 2.351618 17.498302 1.183147 0.105149 1.929750
113040008 0.705668 0.014600 2.247638 2.355856 17.433702 1.185258 0.104925 1.926279
113040009 0.704408 0.014600 2.252476 2.360096 17.369335 1.187378 0.104703 1.922818
113040010 0.703148 0.014600 2.257315 2.364340 17.305198 1.189504 0.104481 1.919368
113040011 0.701889 0.014600 2.262154 2.368586 17.241291 1.191639 0.104260 1.915927
113040012 0.700629 0.014600 2.266992 2.372836 17.177614 1.193781 0.104041 1.912496
113040013 0.699369 0.014600 2.271831 2.377088 17.114163 1.195931 0.103823 1.909075
113040014 0.698109 0.014600 2.276670 2.381343 17.050940 1.198089 0.103606 1.905664
113040015 0.696849 0.014600 2.281508 2.385601 16.987942 1.200254 0.103390 1.902263
113040016 0.695589 0.014600 2.286347 2.389862 16.925169 1.202427 0.103176 1.898872
113040017 0.694330 0.014600 2.291186 2.394126 16.862619 1.204608 0.102962 1.895491
113040018 0.693070 0.014600 2.296024 2.398393 16.800292 1.206797 0.102750 1.892119
113040019 0.691810 0.014600 2.300863 2.402662 16.738186 1.208994 0.102539 1.888757
113040020 0.690550 0.014600 2.305702 2.406934 16.676301 1.211199 0.102329 1.885405
113040021 0.689290 0.014600 2.310541 2.411210 16.614635 1.213413 0.102120 1.882062
113040022 0.688030 0.014600 2.315379 2.415487 16.553188 1.215634 0.101913 1.878729
113040023 0.686770 0.014600 2.320218 2.419768 16.491958 1.217863 0.101706 1.875406
113040024 0.685511 0.014600 2.325057 2.424052 16.430944 1.220101 0.101501 1.872092
113040025 0.684251 0.014600 2.329895 2.428338 16.370145 1.222346 0.101297 1.868788
113040026 0.682991 0.014600 2.334734 2.432627 16.309561 1.224601 0.101093 1.865494
113040027 0.681731 0.014600 2.339573 2.436918 16.249191 1.226863 0.100891 1.862209
113040028 0.680471 0.014600 2.344411 2.441212 16.189032 1.229134 0.100691 1.858933
113040029 0.679211 0.014600 2.349250 2.445509 16.129085 1.231413 0.100491 1.855667
113040030 0.677951 0.014600 2.354089 2.449809 16.069348 1.233701 0.100292 1.852410
113040031 0.676692 0.014600 2.358927 2.454111 16.009821 1.235997 0.100095 1.849163
113040032 0.675432 0.014600 2.363766 2.458416 15.950502 1.238301 0.099898 1.845925
113040033 0.674172 0.014600 2.368605 2.462724 15.891391 1.240615 0.099703 1.842697
113040034 0.672912 0.014600 2.373443 2.467034 15.832486 1.242937 0.099509 1.839478
113040035 0.671652 0.014600 2.378282 2.471347 15.773787 1.245267 0.099316 1.836268
113040036 0.670392 0.014600 2.383121 2.475662 15.715292 1.247607 0.099124 1.833067
113040037 0.669133 0.014600 2.387959 2.479980 15.657001 1.249955 0.098933 1.829876
113040038 0.667873 0.014600 2.392798 2.484301 15.598913 1.252312 0.098743 1.826694
113040039 0.666613 0.014600 2.397637 2.488624 15.541026 1.254678 0.098554 1.823521
113040040 0.665353 0.014600 2.402475 2.492949 15.483341 1.257053 0.098367 1.820357
113040041 0.664093 0.014600 2.407314 2.497277 15.425855 1.259437 0.098180 1.817202
113040042 0.662833 0.014600 2.412153 2.501608 15.368568 1.261830 0.097995 1.814056
113040043 0.661573 0.014600 2.416991 2.505941 15.311479 1.264232 0.097810 1.810920
113040044 0.660314 0.014600 2.421830 2.510276 15.254588 1.266644 0.097627 1.807792
113040045 0.659054 0.014600 2.426669 2.514615 15.197893 1.269064 0.097444 1.804674
113040046 0.657794 0.014600 2.431507 2.518955 15.141393 1.271494 0.097263 1.801564
113040047 0.656534 0.014600 2.436346 2.523298 15.085087 1.273933 0.097083 1.798464
113040048 0.655274 0.014600 2.441185 2.527643 15.028975 1.276382 0.096904 1.795372
113040049 0.654014 0.014600 2.446023 2.531991 14.973056 1.278840 0.096726 1.792289
113040050 0.652755 0.014600 2.450862 2.536341 14.917329 1.281307 0.096549 1.789215
113040051 0.651495 0.014600 2.455701 2.540694 14.861792 1.283784 0.096373 1.786150
113040052 0.650235 0.014600 2.460539 2.545049 14.806446 1.286270 0.096198 1.783094
113040053 0.648975 0.014600 2.465378 2.549406 14.751289 1.288767 0.096024 1.780046
113040054 0.647715 0.014600 2.470217 2.553766 14.696320 1.291273 0.095851 1.777008
113040055 0.646455 0.014600 2.475055 2.558128 14.641538 1.293788 0.095679 1.773978
113040056 0.645195 0.014600 2.479894 2.562492 14.586943 1.296314 0.095508 1.770956
113040057 0.643936 0.014600 2.484733 2.566859 14.532534 1.298849 0.095338 1.767944
113040058 0.642676 0.014600 2.489572 2.571228 14.478309 1.301394 0.095170 1.764940
113040059 0.641416 0.014600 2.494410 2.575599 14.424269 1.303950 0.095002 1.761944
113040060 0.640156 0.014600 2.499249 2.579972 14.370412 1.306515 0.094835 1.758957
113040061 0.638896 0.014600 2.504088 2.584348 14.316737 1.309090 0.094669 1.755979
113040062 0.637636 0.014600 2.508926 2.588726 14.263244 1.311676 0.094505 1.753010
113040063 0.636376 0.014600 2.513765 2.593107 14.209931 1.314272 0.094341 1.750048
