# pixelID   x   y   z   l2  two_theta   azimuthal   polar_width azimuthal_width
104010001 -1.062720 -0.748940 1.021137 1.653180 51.853066 -144.826162 1.628657 2.714970
104010002 -1.062720 -0.748940 1.016137 1.650097 51.989601 -144.826162 1.627415 2.720042
104010003 -1.062720 -0.748940 1.011137 1.647022 52.126646 -144.826162 1.626134 2.725117
104010004 -1.062720 -0.748940 1.006137 1.643958 52.264203 -144.826162 1.624814 2.730195
104010005 -1.062720 -0.748940 1.001137 1.640902 52.402273 -144.826162 1.623453 2.735277
104010006 -1.062720 -0.748940 0.996137 1.637856 52.540857 -144.826162 1.622052 2.740362
104010007 -1.062720 -0.748940 0.991137 1.634820 52.679957 -144.826162 1.620610 2.745449
104010008 -1.062720 -0.748940 0.986137 1.631794 52.819574 -144.826162 1.619127 2.750539
104010009 -1.062720 -0.748940 0.981137 1.628777 52.959709 -144.826162 1.617602 2.755632
104010010 -1.062720 -0.748940 0.976137 1.625770 53.100363 -144.826162 1.616036 2.760726
104010011 -1.062720 -0.748940 0.971137 1.622773 53.241538 -144.826162 1.614427 2.765823
104010012 -1.062720 -0.748940 0.966137 1.619786 53.383234 -144.826162 1.612776 2.770922
104010013 -1.062720 -0.748940 0.961137 1.616808 53.525452 -144.826162 1.611081 2.776023
104010014 -1.062720 -0.748940 0.956137 1.613841 53.668195 -144.826162 1.609343 2.781125
104010015 -1.062720 -0.748940 0.951137 1.610884 53.811463 -144.826162 1.607562 2.786228
104010016 -1.062720 -0.748940 0.946137 1.607937 53.955256 -144.826162 1.605736 2.791333
104010017 -1.062720 -0.748940 0.941137 1.605000 54.099577 -144.826162 1.603865 2.796439
104010018 -1.062720 -0.748940 0.936137 1.602073 54.244426 -144.826162 1.601950 2.801546
104010019 -1.062720 -0.748940 0.931137 1.599156 54.389805 -144.826162 1.599989 2.806653
104010020 -1.062720 -0.748940 0.926137 1.596250 54.535714 -144.826162 1.597982 2.811761
104010021 -1.062720 -0.748940 0.921137 1.593354 54.682154 -144.826162 1.595930 2.816869
104010022 -1.062720 -0.748940 0.916137 1.590469 54.829126 -144.826162 1.593831 2.821977
104010023 -1.062720 -0.748940 0.911137 1.587594 54.976631 -144.826162 1.591685 2.827085
104010024 -1.062720 -0.748940 0.906137 1.584730 55.124671 -144.826162 1.589491 2.832193
104010025 -1.062720 -0.748940 0.901137 1.581876 55.273246 -144.826162 1.587251 2.837300
104010026 -1.062720 -0.748940 0.896137 1.579033 55.422357 -144.826162 1.584962 2.842406
104010027 -1.062720 -0.748940 0.891137 1.576201 55.572004 -144.826162 1.582624 2.847511
104010028 -1.062720 -0.748940 0.886137 1.573380 55.722190 -144.826162 1.580238 2.852616
104010029 -1.062720 -0.748940 0.881137 1.570569 55.872914 -144.826162 1.577803 2.857718
104010030 -1.062720 -0.748940 0.876137 1.567769 56.024177 -144.826162 1.575318 2.862819
104010031 -1.062720 -0.748940 0.871137 1.564981 56.175981 -144.826162 1.572783 2.867919
