# pixelID   x   y   z   l2  two_theta   azimuthal   polar_width azimuthal_width
104040001 -1.259680 -0.092400 1.021137 1.624208 51.045852 -175.804756 0.267871 2.786093
104040002 -1.259680 -0.092400 1.016137 1.621069 51.183280 -175.804756 0.268267 2.791485
104040003 -1.259680 -0.092400 1.011137 1.617940 51.321240 -175.804756 0.268661 2.796882
104040004 -1.259680 -0.092400 1.006137 1.614820 51.459734 -175.804756 0.269053 2.802284
104040005 -1.259680 -0.092400 1.001137 1.611709 51.598764 -175.804756 0.269442 2.807690
104040006 -1.259680 -0.092400 0.996137 1.608608 51.738331 -175.804756 0.269830 2.813101
104040007 -1.259680 -0.092400 0.991137 1.605517 51.878436 -175.804756 0.270215 2.818515
104040008 -1.259680 -0.092400 0.986137 1.602435 52.019080 -175.804756 0.270597 2.823934
104040009 -1.259680 -0.092400 0.981137 1.599363 52.160266 -175.804756 0.270978 2.829356
104040010 -1.259680 -0.092400 0.976137 1.596300 52.301995 -175.804756 0.271356 2.834782
104040011 -1.259680 -0.092400 0.971137 1.593248 52.444267 -175.804756 0.271732 2.840211
104040012 -1.259680 -0.092400 0.966137 1.590205 52.587085 -175.804756 0.272105 2.845643
104040013 -1.259680 -0.092400 0.961137 1.587172 52.730449 -175.804756 0.272476 2.851078
104040014 -1.259680 -0.092400 0.956137 1.584149 52.874362 -175.804756 0.272844 2.856516
104040015 -1.259680 -0.092400 0.951137 1.581137 53.018824 -175.804756 0.273209 2.861957
104040016 -1.259680 -0.092400 0.946137 1.578134 53.163836 -175.804756 0.273572 2.867400
104040017 -1.259680 -0.092400 0.941137 1.575141 53.309400 -175.804756 0.273932 2.872846
104040018 -1.259680 -0.092400 0.936137 1.572159 53.455518 -175.804756 0.274289 2.878293
104040019 -1.259680 -0.092400 0.931137 1.569187 53.602190 -175.804756 0.274643 2.883742
104040020 -1.259680 -0.092400 0.926137 1.566225 53.749418 -175.804756 0.274995 2.889193
104040021 -1.259680 -0.092400 0.921137 1.563274 53.897203 -175.804756 0.275343 2.894646
104040022 -1.259680 -0.092400 0.916137 1.560333 54.045545 -175.804756 0.275689 2.900099
104040023 -1.259680 -0.092400 0.911137 1.557402 54.194447 -175.804756 0.276031 2.905554
104040024 -1.259680 -0.092400 0.906137 1.554482 54.343910 -175.804756 0.276370 2.911009
104040025 -1.259680 -0.092400 0.901137 1.551573 54.493934 -175.804756 0.276706 2.916465
104040026 -1.259680 -0.092400 0.896137 1.548674 54.644520 -175.804756 0.277039 2.921921
104040027 -1.259680 -0.092400 0.891137 1.545787 54.795671 -175.804756 0.277368 2.927378
104040028 -1.259680 -0.092400 0.886137 1.542910 54.947386 -175.804756 0.277695 2.932834
104040029 -1.259680 -0.092400 0.881137 1.540043 55.099667 -175.804756 0.278017 2.938290
104040030 -1.259680 -0.092400 0.876137 1.537188 55.252514 -175.804756 0.278337 2.943745
