# pixelID   x   y   z   l2  two_theta   azimuthal   polar_width azimuthal_width
106010001 -1.025010 -0.413400 -0.632463 1.273403 119.780041 -158.035134 0.878999 3.363218
106010002 -1.021558 -0.413400 -0.636081 1.272431 119.992995 -157.968012 0.886037 3.364395
106010003 -1.018107 -0.413400 -0.639698 1.271477 120.206236 -157.900499 0.893101 3.365511
106010004 -1.014655 -0.413400 -0.643316 1.270543 120.419760 -157.832592 0.900191 3.366565
106010005 -1.011204 -0.413400 -0.646933 1.269628 120.633559 -157.764287 0.907306 3.367557
106010006 -1.007752 -0.413400 -0.650551 1.268732 120.847628 -157.695582 0.914446 3.368487
106010007 -1.004300 -0.413400 -0.654168 1.267854 121.061959 -157.626473 0.921610 3.369354
106010008 -1.000849 -0.413400 -0.657786 1.266996 121.276547 -157.556956 0.928799 3.370158
106010009 -0.997397 -0.413400 -0.661403 1.266157 121.491385 -157.487029 0.936012 3.370899
106010010 -0.993946 -0.413400 -0.665021 1.265338 121.706466 -157.416687 0.943249 3.371575
106010011 -0.990494 -0.413400 -0.668638 1.264537 121.921784 -157.345928 0.950510 3.372187
106010012 -0.987042 -0.413400 -0.672256 1.263756 122.137332 -157.274747 0.957793 3.372734
106010013 -0.983591 -0.413400 -0.675873 1.262994 122.353103 -157.203142 0.965099 3.373216
106010014 -0.980139 -0.413400 -0.679491 1.262252 122.569091 -157.131108 0.972428 3.373631
106010015 -0.976687 -0.413400 -0.683108 1.261529 122.785288 -157.058642 0.979778 3.373981
106010016 -0.973236 -0.413400 -0.686726 1.260825 123.001688 -156.985740 0.987151 3.374265
106010017 -0.969784 -0.413400 -0.690343 1.260141 123.218284 -156.912400 0.994545 3.374481
106010018 -0.966333 -0.413400 -0.693961 1.259476 123.435068 -156.838615 1.001960 3.374630
106010019 -0.962881 -0.413400 -0.697578 1.258831 123.652034 -156.764385 1.009396 3.374712
106010020 -0.959429 -0.413400 -0.701196 1.258205 123.869174 -156.689703 1.016852 3.374725
106010021 -0.955978 -0.413400 -0.704813 1.257599 124.086482 -156.614567 1.024328 3.374671
106010022 -0.952526 -0.413400 -0.708431 1.257012 124.303950 -156.538972 1.031823 3.374547
106010023 -0.949075 -0.413400 -0.712048 1.256445 124.521571 -156.462915 1.039339 3.374354
106010024 -0.945623 -0.413400 -0.715666 1.255898 124.739337 -156.386391 1.046873 3.374092
106010025 -0.942171 -0.413400 -0.719283 1.255370 124.957242 -156.309397 1.054425 3.373760
106010026 -0.938720 -0.413400 -0.722901 1.254862 125.175278 -156.231929 1.061996 3.373358
106010027 -0.935268 -0.413400 -0.726518 1.254374 125.393437 -156.153982 1.069585 3.372886
106010028 -0.931816 -0.413400 -0.730136 1.253906 125.611712 -156.075552 1.077191 3.372342
106010029 -0.928365 -0.413400 -0.733753 1.253457 125.830096 -155.996635 1.084814 3.371728
106010030 -0.924913 -0.413400 -0.737371 1.253028 126.048581 -155.917227 1.092454 3.371042
106010031 -0.921462 -0.413400 -0.740988 1.252619 126.267159 -155.837323 1.100110 3.370284
106010032 -0.918010 -0.413400 -0.744606 1.252230 126.485823 -155.756919 1.107782 3.369454
106010033 -0.914558 -0.413400 -0.748223 1.251860 126.704565 -155.676011 1.115470 3.368552
106010034 -0.911107 -0.413400 -0.751841 1.251511 126.923378 -155.594595 1.123173 3.367577
106010035 -0.907655 -0.413400 -0.755458 1.251181 127.142254 -155.512665 1.130891 3.366529
106010036 -0.904204 -0.413400 -0.759076 1.250872 127.361185 -155.430218 1.138623 3.365408
106010037 -0.900752 -0.413400 -0.762693 1.250582 127.580163 -155.347248 1.146370 3.364214
106010038 -0.897300 -0.413400 -0.766311 1.250312 127.799181 -155.263752 1.154130 3.362946
106010039 -0.893849 -0.413400 -0.769928 1.250062 128.018230 -155.179724 1.161903 3.361603
106010040 -0.890397 -0.413400 -0.773546 1.249832 128.237304 -155.095159 1.169690 3.360187
106010041 -0.886945 -0.413400 -0.777163 1.249622 128.456393 -155.010054 1.177488 3.358695
106010042 -0.883494 -0.413400 -0.780781 1.249432 128.675491 -154.924402 1.185300 3.357129
106010043 -0.880042 -0.413400 -0.784398 1.249262 128.894589 -154.838200 1.193122 3.355488
106010044 -0.876591 -0.413400 -0.788016 1.249112 129.113679 -154.751442 1.200957 3.353772
106010045 -0.873139 -0.413400 -0.791633 1.248981 129.332754 -154.664123 1.208802 3.351980
106010046 -0.869687 -0.413400 -0.795251 1.248871 129.551806 -154.576239 1.216658 3.350112
106010047 -0.866236 -0.413400 -0.798868 1.248781 129.770825 -154.487784 1.224524 3.348169
106010048 -0.862784 -0.413400 -0.802486 1.248711 129.989806 -154.398752 1.232400 3.346149
106010049 -0.859333 -0.413400 -0.806103 1.248661 130.208738 -154.309140 1.240285 3.344053
106010050 -0.855881 -0.413400 -0.809721 1.248631 130.427616 -154.218941 1.248180 3.341880
106010051 -0.852429 -0.413400 -0.813338 1.248621 130.646429 -154.128150 1.256083 3.339631
106010052 -0.848978 -0.413400 -0.816956 1.248631 130.865172 -154.036762 1.263995 3.337304
106010053 -0.845526 -0.413400 -0.820573 1.248661 131.083834 -153.944771 1.271915 3.334901
106010054 -0.842074 -0.413400 -0.824191 1.248711 131.302409 -153.852172 1.279842 3.332420
106010055 -0.838623 -0.413400 -0.827808 1.248781 131.520888 -153.758959 1.287777 3.329862
106010056 -0.835171 -0.413400 -0.831426 1.248871 131.739264 -153.665127 1.295718 3.327226
106010057 -0.831720 -0.413400 -0.835043 1.248981 131.957527 -153.570670 1.303667 3.324512
106010058 -0.828268 -0.413400 -0.838661 1.249112 132.175671 -153.475583 1.311621 3.321720
106010059 -0.824816 -0.413400 -0.842278 1.249262 132.393687 -153.379858 1.319581 3.318850
106010060 -0.821365 -0.413400 -0.845896 1.249432 132.611566 -153.283491 1.327546 3.315902
106010061 -0.817913 -0.413400 -0.849513 1.249622 132.829302 -153.186476 1.335517 3.312875
106010062 -0.814462 -0.413400 -0.853131 1.249832 133.046885 -153.088807 1.343492 3.309770
106010063 -0.811010 -0.413400 -0.856748 1.250062 133.264309 -152.990476 1.351472 3.306586
106010064 -0.807558 -0.413400 -0.860366 1.250312 133.481564 -152.891480 1.359456 3.303323
106010065 -0.804107 -0.413400 -0.863983 1.250582 133.698642 -152.791810 1.367443 3.299981
106010066 -0.800655 -0.413400 -0.867601 1.250871 133.915537 -152.691462 1.375434 3.296561
106010067 -0.797203 -0.413400 -0.871218 1.251181 134.132239 -152.590428 1.383427 3.293061
106010068 -0.793752 -0.413400 -0.874836 1.251511 134.348741 -152.488702 1.391424 3.289482
106010069 -0.790300 -0.413400 -0.878453 1.251860 134.565034 -152.386278 1.399423 3.285823
106010070 -0.786849 -0.413400 -0.882071 1.252230 134.781111 -152.283149 1.407424 3.282086
106010071 -0.783397 -0.413400 -0.885688 1.252619 134.996964 -152.179308 1.415426 3.278268
106010072 -0.779945 -0.413400 -0.889306 1.253028 135.212585 -152.074749 1.423430 3.274371
106010073 -0.776494 -0.413400 -0.892923 1.253457 135.427965 -151.969466 1.431435 3.270394
106010074 -0.773042 -0.413400 -0.896541 1.253906 135.643097 -151.863450 1.439441 3.266337
106010075 -0.769591 -0.413400 -0.900159 1.254374 135.857974 -151.756696 1.447447 3.262201
106010076 -0.766139 -0.413400 -0.903776 1.254862 136.072586 -151.649196 1.455453 3.257984
106010077 -0.762687 -0.413400 -0.907394 1.255370 136.286927 -151.540943 1.463459 3.253688
106010078 -0.759236 -0.413400 -0.911011 1.255898 136.500988 -151.431930 1.471465 3.249311
106010079 -0.755784 -0.413400 -0.914629 1.256445 136.714762 -151.322150 1.479470 3.244854
106010080 -0.752332 -0.413400 -0.918246 1.257012 136.928240 -151.211596 1.487474 3.240317
106010081 -0.748881 -0.413400 -0.921864 1.257599 137.141416 -151.100259 1.495476 3.235700
106010082 -0.745429 -0.413400 -0.925481 1.258205 137.354281 -150.988133 1.503477 3.231002
106010083 -0.741978 -0.413400 -0.929099 1.258831 137.566827 -150.875210 1.511476 3.226224
106010084 -0.738526 -0.413400 -0.932716 1.259476 137.779048 -150.761483 1.519473 3.221365
106010085 -0.735074 -0.413400 -0.936334 1.260141 137.990935 -150.646943 1.527468 3.216426
106010086 -0.731623 -0.413400 -0.939951 1.260825 138.202480 -150.531583 1.535460 3.211406
106010087 -0.728171 -0.413400 -0.943569 1.261529 138.413677 -150.415396 1.543448 3.206306
106010088 -0.724719 -0.413400 -0.947186 1.262252 138.624517 -150.298372 1.551434 3.201125
106010089 -0.721268 -0.413400 -0.950804 1.262994 138.834993 -150.180504 1.559416 3.195863
106010090 -0.717816 -0.413400 -0.954421 1.263756 139.045098 -150.061784 1.567395 3.190521
106010091 -0.714365 -0.413400 -0.958039 1.264537 139.254823 -149.942203 1.575370 3.185098
106010092 -0.710913 -0.413400 -0.961656 1.265338 139.464162 -149.821754 1.583340 3.179594
106010093 -0.707461 -0.413400 -0.965274 1.266157 139.673108 -149.700427 1.591306 3.174009
106010094 -0.704010 -0.413400 -0.968891 1.266996 139.881652 -149.578215 1.599268 3.168343
106010095 -0.700558 -0.413400 -0.972509 1.267854 140.089788 -149.455108 1.607225 3.162597
106010096 -0.697107 -0.413400 -0.976126 1.268731 140.297508 -149.331098 1.615176 3.156769
106010097 -0.693655 -0.413400 -0.979744 1.269628 140.504806 -149.206176 1.623123 3.150860
106010098 -0.690203 -0.413400 -0.983361 1.270543 140.711673 -149.080334 1.631063 3.144871
106010099 -0.686752 -0.413400 -0.986979 1.271477 140.918103 -148.953562 1.638999 3.138800
106010100 -0.683300 -0.413400 -0.990596 1.272430 141.124088 -148.825851 1.646928 3.132648
