# pixelID   x   y   z   l2  two_theta   azimuthal   polar_width azimuthal_width
105020001 -1.112781 -0.554040 0.212525 1.261114 80.298126 -153.531871 1.123193 3.599414
105020002 -1.111605 -0.554040 0.207665 1.259266 80.508002 -153.507685 1.114624 3.604762
105020003 -1.110429 -0.554040 0.202806 1.257435 80.718493 -153.483458 1.105963 3.610076
105020004 -1.109252 -0.554040 0.197946 1.255621 80.929598 -153.459190 1.097210 3.615355
105020005 -1.108076 -0.554040 0.193086 1.253824 81.141311 -153.434880 1.088365 3.620600
105020006 -1.106900 -0.554040 0.188227 1.252045 81.353631 -153.410529 1.079429 3.625808
105020007 -1.105723 -0.554040 0.183367 1.250283 81.566554 -153.386137 1.070401 3.630980
105020008 -1.104547 -0.554040 0.178507 1.248539 81.780077 -153.361703 1.061281 3.636115
105020009 -1.103371 -0.554040 0.173648 1.246812 81.994195 -153.337228 1.052069 3.641212
105020010 -1.102194 -0.554040 0.168788 1.245103 82.208906 -153.312710 1.042766 3.646271
105020011 -1.101018 -0.554040 0.163928 1.243412 82.424205 -153.288151 1.033372 3.651292
105020012 -1.099842 -0.554040 0.159069 1.241738 82.640089 -153.263550 1.023887 3.656273
105020013 -1.098665 -0.554040 0.154209 1.240083 82.856553 -153.238908 1.014310 3.661214
105020014 -1.097489 -0.554040 0.149350 1.238445 83.073595 -153.214223 1.004643 3.666114
105020015 -1.096313 -0.554040 0.144490 1.236826 83.291209 -153.189495 0.994885 3.670974
105020016 -1.095136 -0.554040 0.139630 1.235225 83.509392 -153.164726 0.985037 3.675792
105020017 -1.093960 -0.554040 0.134771 1.233641 83.728140 -153.139914 0.975099 3.680567
105020018 -1.092784 -0.554040 0.129911 1.232077 83.947448 -153.115059 0.965071 3.685299
105020019 -1.091607 -0.554040 0.125051 1.230530 84.167311 -153.090162 0.954953 3.689988
105020020 -1.090431 -0.554040 0.120192 1.229002 84.387725 -153.065223 0.944746 3.694633
105020021 -1.089254 -0.554040 0.115332 1.227492 84.608686 -153.040240 0.934451 3.699234
105020022 -1.088078 -0.554040 0.110472 1.226001 84.830189 -153.015215 0.924067 3.703789
105020023 -1.086902 -0.554040 0.105613 1.224528 85.052229 -152.990146 0.913594 3.708298
105020024 -1.085725 -0.554040 0.100753 1.223074 85.274801 -152.965035 0.903034 3.712761
105020025 -1.084549 -0.554040 0.095893 1.221639 85.497901 -152.939880 0.892387 3.717176
105020026 -1.083373 -0.554040 0.091034 1.220223 85.721523 -152.914682 0.881652 3.721545
105020027 -1.082196 -0.554040 0.086174 1.218825 85.945661 -152.889440 0.870832 3.725865
105020028 -1.081020 -0.554040 0.081314 1.217447 86.170312 -152.864155 0.859925 3.730136
105020029 -1.079844 -0.554040 0.076455 1.216087 86.395469 -152.838827 0.848933 3.734359
105020030 -1.078667 -0.554040 0.071595 1.214747 86.621128 -152.813454 0.837856 3.738531
105020031 -1.077491 -0.554040 0.066735 1.213425 86.847282 -152.788038 0.826695 3.742653
105020032 -1.076315 -0.554040 0.061876 1.212123 87.073926 -152.762578 0.815450 3.746724
105020033 -1.075138 -0.554040 0.057016 1.210840 87.301055 -152.737074 0.804122 3.750744
105020034 -1.073962 -0.554040 0.052156 1.209576 87.528663 -152.711525 0.792711 3.754712
105020035 -1.072786 -0.554040 0.047297 1.208332 87.756743 -152.685933 0.781219 3.758627
105020036 -1.071609 -0.554040 0.042437 1.207107 87.985290 -152.660296 0.769645 3.762489
105020037 -1.070433 -0.554040 0.037577 1.205902 88.214299 -152.634615 0.757991 3.766297
105020038 -1.069257 -0.554040 0.032718 1.204716 88.443762 -152.608889 0.746257 3.770051
105020039 -1.068080 -0.554040 0.027858 1.203550 88.673674 -152.583118 0.734444 3.773751
105020040 -1.066904 -0.554040 0.022999 1.202403 88.904029 -152.557303 0.722552 3.777395
105020041 -1.065728 -0.554040 0.018139 1.201276 89.134820 -152.531443 0.710583 3.780983
105020042 -1.064551 -0.554040 0.013279 1.200169 89.366040 -152.505538 0.698537 3.784515
105020043 -1.063375 -0.554040 0.008420 1.199082 89.597684 -152.479587 0.686415 3.787991
105020044 -1.062199 -0.554040 0.003560 1.198014 89.829745 -152.453592 0.674218 3.791409
105020045 -1.061022 -0.554040 -0.001300 1.196967 90.062215 -152.427551 0.668834 3.794769
105020046 -1.059846 -0.554040 -0.006159 1.195940 90.295089 -152.401465 0.682305 3.798071
105020047 -1.058670 -0.554040 -0.011019 1.194932 90.528359 -152.375333 0.695806 3.801315
105020048 -1.057493 -0.554040 -0.015879 1.193945 90.762019 -152.349156 0.709335 3.804499
