# pixelID   x   y   z   l2  two_theta   azimuthal   polar_width azimuthal_width
112020001 1.144282 -0.459225 1.305027 1.795373 43.374220 -21.866645 1.443110 2.528517
112020002 1.142906 -0.459225 1.309835 1.797996 43.239455 -21.890473 1.443596 2.524765
112020003 1.141531 -0.459225 1.314642 1.800629 43.105088 -21.914350 1.444061 2.521010
112020004 1.140156 -0.459225 1.319449 1.803271 42.971120 -21.938277 1.444507 2.517251
112020005 1.138780 -0.459225 1.324256 1.805924 42.837549 -21.962253 1.444933 2.513489
112020006 1.137405 -0.459225 1.329063 1.808587 42.704376 -21.986279 1.445340 2.509723
112020007 1.136030 -0.459225 1.333870 1.811259 42.571600 -22.010356 1.445728 2.505955
112020008 1.134654 -0.459225 1.338677 1.813942 42.439221 -22.034482 1.446097 2.502183
112020009 1.133279 -0.459225 1.343485 1.816634 42.307239 -22.058659 1.446447 2.498408
112020010 1.131904 -0.459225 1.348292 1.819336 42.175654 -22.082886 1.446779 2.494630
112020011 1.130528 -0.459225 1.353099 1.822048 42.044464 -22.107164 1.447092 2.490850
112020012 1.129153 -0.459225 1.357906 1.824769 41.913670 -22.131493 1.447387 2.487067
112020013 1.127778 -0.459225 1.362713 1.827500 41.783272 -22.155872 1.447664 2.483282
112020014 1.126402 -0.459225 1.367520 1.830241 41.653268 -22.180303 1.447922 2.479495
112020015 1.125027 -0.459225 1.372327 1.832991 41.523659 -22.204785 1.448163 2.475705
112020016 1.123652 -0.459225 1.377134 1.835750 41.394444 -22.229318 1.448387 2.471913
112020017 1.122276 -0.459225 1.381942 1.838519 41.265624 -22.253903 1.448593 2.468120
112020018 1.120901 -0.459225 1.386749 1.841298 41.137196 -22.278539 1.448781 2.464324
112020019 1.119526 -0.459225 1.391556 1.844086 41.009161 -22.303227 1.448953 2.460527
112020020 1.118150 -0.459225 1.396363 1.846883 40.881519 -22.327967 1.449108 2.456729
112020021 1.116775 -0.459225 1.401170 1.849690 40.754269 -22.352760 1.449245 2.452929
112020022 1.115400 -0.459225 1.405977 1.852505 40.627410 -22.377604 1.449366 2.449127
112020023 1.114024 -0.459225 1.410784 1.855330 40.500942 -22.402501 1.449471 2.445325
112020024 1.112649 -0.459225 1.415591 1.858164 40.374865 -22.427451 1.449559 2.441521
112020025 1.111274 -0.459225 1.420399 1.861007 40.249178 -22.452453 1.449631 2.437716
112020026 1.109898 -0.459225 1.425206 1.863860 40.123880 -22.477509 1.449687 2.433911
112020027 1.108523 -0.459225 1.430013 1.866721 39.998971 -22.502617 1.449727 2.430104
112020028 1.107148 -0.459225 1.434820 1.869591 39.874451 -22.527779 1.449751 2.426298
112020029 1.105772 -0.459225 1.439627 1.872471 39.750318 -22.552994 1.449760 2.422490
112020030 1.104397 -0.459225 1.444434 1.875359 39.626572 -22.578262 1.449754 2.418682
112020031 1.103022 -0.459225 1.449241 1.878256 39.503213 -22.603584 1.449732 2.414874
112020032 1.101646 -0.459225 1.454048 1.881162 39.380241 -22.628961 1.449695 2.411065
112020033 1.100271 -0.459225 1.458856 1.884076 39.257653 -22.654391 1.449643 2.407257
112020034 1.098896 -0.459225 1.463663 1.887000 39.135450 -22.679875 1.449576 2.403448
112020035 1.097521 -0.459225 1.468470 1.889932 39.013632 -22.705414 1.449495 2.399640
112020036 1.096145 -0.459225 1.473277 1.892873 38.892197 -22.731007 1.449399 2.395831
112020037 1.094770 -0.459225 1.478084 1.895822 38.771145 -22.756655 1.449289 2.392023
112020038 1.093395 -0.459225 1.482891 1.898780 38.650475 -22.782358 1.449165 2.388215
112020039 1.092019 -0.459225 1.487698 1.901746 38.530187 -22.808116 1.449027 2.384408
112020040 1.090644 -0.459225 1.492505 1.904721 38.410279 -22.833929 1.448875 2.380601
112020041 1.089269 -0.459225 1.497313 1.907705 38.290752 -22.859797 1.448709 2.376795
112020042 1.087893 -0.459225 1.502120 1.910697 38.171604 -22.885721 1.448529 2.372990
112020043 1.086518 -0.459225 1.506927 1.913697 38.052835 -22.911701 1.448336 2.369186
112020044 1.085143 -0.459225 1.511734 1.916706 37.934444 -22.937736 1.448130 2.365382
112020045 1.083767 -0.459225 1.516541 1.919723 37.816431 -22.963828 1.447911 2.361580
112020046 1.082392 -0.459225 1.521348 1.922748 37.698794 -22.989975 1.447679 2.357778
112020047 1.081017 -0.459225 1.526155 1.925781 37.581533 -23.016180 1.447433 2.353978
112020048 1.079641 -0.459225 1.530963 1.928823 37.464647 -23.042440 1.447175 2.350179
112020049 1.078266 -0.459225 1.535770 1.931873 37.348135 -23.068757 1.446905 2.346382
112020050 1.076891 -0.459225 1.540577 1.934931 37.231997 -23.095132 1.446622 2.342586
112020051 1.075515 -0.459225 1.545384 1.937997 37.116232 -23.121563 1.446327 2.338792
112020052 1.074140 -0.459225 1.550191 1.941071 37.000839 -23.148052 1.446020 2.334999
112020053 1.072765 -0.459225 1.554998 1.944153 36.885817 -23.174597 1.445701 2.331208
112020054 1.071389 -0.459225 1.559805 1.947243 36.771166 -23.201201 1.445369 2.327418
112020055 1.070014 -0.459225 1.564612 1.950341 36.656884 -23.227862 1.445027 2.323631
112020056 1.068639 -0.459225 1.569420 1.953447 36.542971 -23.254582 1.444672 2.319845
112020057 1.067263 -0.459225 1.574227 1.956560 36.429427 -23.281359 1.444306 2.316062
112020058 1.065888 -0.459225 1.579034 1.959682 36.316249 -23.308195 1.443929 2.312280
112020059 1.064513 -0.459225 1.583841 1.962811 36.203438 -23.335089 1.443541 2.308501
112020060 1.063137 -0.459225 1.588648 1.965948 36.090993 -23.362041 1.443141 2.304724
112020061 1.061762 -0.459225 1.593455 1.969092 35.978912 -23.389053 1.442731 2.300949
112020062 1.060387 -0.459225 1.598262 1.972245 35.867195 -23.416124 1.442310 2.297177
112020063 1.059011 -0.459225 1.603069 1.975405 35.755841 -23.443253 1.441878 2.293407
112020064 1.057636 -0.459225 1.607877 1.978572 35.644850 -23.470443 1.441436 2.289640
112020065 1.056261 -0.459225 1.612684 1.981747 35.534220 -23.497691 1.440984 2.285875
112020066 1.054885 -0.459225 1.617491 1.984930 35.423950 -23.525000 1.440521 2.282113
112020067 1.053510 -0.459225 1.622298 1.988120 35.314040 -23.552368 1.440048 2.278354
112020068 1.052135 -0.459225 1.627105 1.991318 35.204489 -23.579797 1.439565 2.274597
112020069 1.050759 -0.459225 1.631912 1.994523 35.095295 -23.607286 1.439072 2.270844
112020070 1.049384 -0.459225 1.636719 1.997735 34.986459 -23.634835 1.438570 2.267093
112020071 1.048009 -0.459225 1.641526 2.000954 34.877978 -23.662445 1.438058 2.263345
112020072 1.046633 -0.459225 1.646334 2.004181 34.769853 -23.690116 1.437536 2.259601
112020073 1.045258 -0.459225 1.651141 2.007416 34.662082 -23.717848 1.437005 2.255859
112020074 1.043883 -0.459225 1.655948 2.010657 34.554664 -23.745641 1.436465 2.252121
112020075 1.042507 -0.459225 1.660755 2.013906 34.447599 -23.773496 1.435915 2.248386
112020076 1.041132 -0.459225 1.665562 2.017161 34.340885 -23.801412 1.435357 2.244654
112020077 1.039757 -0.459225 1.670369 2.020424 34.234523 -23.829390 1.434790 2.240925
112020078 1.038381 -0.459225 1.675176 2.023694 34.128509 -23.857430 1.434214 2.237200
112020079 1.037006 -0.459225 1.679983 2.026972 34.022845 -23.885532 1.433629 2.233479
