HRD Diffraction Histogram for 177-degree bank, RUN0000078
The original intensities and sigmas have been multiplied by 10000
TOF INT ERR
8086.37 2727.629830 58.645806
8097.35 2713.083038 58.094727
8108.33 2846.481796 59.497747
8119.30 2919.669590 60.546940
8130.28 2751.371488 58.315709
8141.25 2714.052435 57.184130
8152.23 2750.130129 57.873591
8163.20 2783.497243 58.420403
8174.18 2725.749969 57.063908
8185.15 2755.519347 57.067232
8196.13 2617.255539 55.164016
8207.10 2812.706441 57.989104
8218.08 2699.695108 56.192987
8229.05 2823.328322 56.857903
8240.03 2784.909986 56.723309
8251.00 2761.593549 56.523352
8261.98 2692.358522 55.160217
8272.95 2730.987755 55.602203
8283.93 2810.821193 56.321133
8294.90 2822.036869 56.512221
8305.88 2772.067670 55.615336
8316.85 2859.998944 56.446996
8327.83 2790.963696 55.152893
8338.80 2832.264205 55.865029
8349.78 2726.741510 54.371582
8360.75 2778.163371 54.324910
8371.73 2723.858483 53.998831
8382.70 2827.147316 54.999391
8393.68 2766.220356 54.021552
8404.65 2879.286977 55.478664
8415.63 2832.452292 54.678218
8426.60 2874.866340 55.071440
8437.58 2768.947861 53.504726
8448.55 2878.695325 54.704333
8459.53 2830.393999 53.877957
8470.51 2812.386135 53.302816
8481.48 2726.742636 52.419653
8492.46 2805.155563 53.219254
8503.43 2702.045247 51.733472
8514.41 2823.502583 52.824240
8525.38 2752.974592 52.331475
8536.36 2730.647365 51.673712
8547.33 2658.078341 50.902980
8558.31 2794.748503 52.548133
8569.28 2698.736676 51.183395
8580.26 2783.916114 51.841710
8591.23 2785.160403 51.943181
8602.21 2794.058114 51.938300
8613.18 2743.009539 51.330203
8624.16 2717.813203 50.976502
8635.13 2744.286839 50.712307
8646.11 2744.323567 50.881671
8657.08 2756.905087 50.693139
8668.06 2700.517366 49.969165
8679.03 2727.760158 49.899527
8690.01 2631.838149 48.738381
8700.98 2800.060421 50.413001
8711.96 2838.152143 50.857647
8722.93 2740.577184 49.782447
8733.91 2720.493067 49.381248
8744.88 2722.365971 49.390834
8755.86 2774.901646 50.207300
8766.83 2710.711662 49.023805
8777.81 2759.153434 49.785612
8788.78 2706.021384 48.827089
8799.76 2709.330185 48.750085
8810.73 2638.516753 47.943454
8821.71 2735.064776 48.689959
8832.69 2653.312782 47.496584
8843.66 2673.098578 48.181060
8854.64 2695.388327 48.158239
8865.61 2731.296061 48.415725
8876.59 2782.186632 49.201056
8887.56 2749.085993 48.399537
8898.54 2745.156586 47.719782
8909.51 2755.313667 48.011517
8920.49 2779.338015 48.652497
8931.46 2832.627042 48.867769
8942.44 2756.303933 47.949833
8953.41 2808.004444 48.469928
8964.39 2815.850757 48.342058
8975.36 2788.064872 48.053808
8986.34 2739.230511 47.567167
8997.31 2785.165680 47.638981
9008.29 2744.972756 46.955931
9019.26 2795.226336 47.546462
9030.24 2704.161641 46.454901
9041.21 2738.207239 46.882817
9052.19 2789.617604 47.437731
9063.16 2821.652587 47.488772
9074.14 2774.975682 47.017572
9085.11 2860.661921 47.868595
9096.09 2813.198952 47.378544
9107.06 2844.477625 47.467594
9118.04 2784.126370 46.622893
9129.01 2799.969900 46.674219
9139.99 2784.116475 46.213075
9150.96 2829.203465 47.069838
9161.94 2857.024066 46.823250
9172.91 2809.544624 46.837687
9183.89 2873.558104 46.855971
9194.87 2818.784785 46.556854
9205.84 2750.937562 45.627797
9216.82 2792.799968 46.049575
9227.79 2787.471587 45.840206
9238.77 2792.144601 45.787005
9249.74 2876.776615 46.522179
9260.72 2647.495329 44.233561
9271.69 2754.016104 45.330564
9282.67 2780.797510 45.480563
9293.64 2806.508302 45.392360
9304.62 2743.145700 44.766789
9315.59 2751.811888 44.655938
9326.57 2684.467671 44.021607
9337.54 2830.561884 45.860495
9348.52 2857.359191 45.617699
9359.49 2781.900229 45.052002
9370.47 2742.171327 44.602792
9381.44 2778.998015 44.657497
9392.42 2780.061299 44.573128
9403.39 2813.767586 45.324147
9414.37 2795.433125 44.781038
9425.34 2723.200619 43.880464
9436.32 2770.586036 44.586627
9447.29 2798.419704 44.663585
9458.27 2846.469023 44.741588
9469.24 2810.073732 44.488182
9480.22 2863.294928 44.704429
9491.19 2853.199661 45.023842
9502.17 2816.767778 44.535889
9513.14 2738.891745 43.527427
9524.12 2868.189869 44.589604
9535.09 2785.723143 43.372764
9546.07 2725.214406 43.021111
9557.05 2806.606571 43.996136
9568.02 2692.412832 42.718538
9579.00 2719.575464 42.970984
9589.97 2760.037209 43.463916
9600.95 2748.575294 43.154717
9611.92 2731.184590 42.880356
9622.90 2787.914439 43.549698
9633.87 2681.518198 42.399568
9644.85 2675.644468 42.392631
9655.82 2693.277625 42.208865
9666.80 2715.957560 42.391251
9677.77 2685.003276 41.997250
9688.75 2689.632725 42.030469
9699.72 2727.497643 42.465539
9710.70 2770.820808 42.969890
9721.67 2715.520102 42.348457
9732.65 2709.746927 42.228290
9743.62 2706.636179 41.828349
9754.60 2783.889835 42.604377
9765.57 2696.754774 41.990038
9776.55 2850.371305 42.838748
9787.52 2771.072925 42.463367
9798.50 2710.911089 41.759154
9809.47 2806.962029 42.692023
9820.45 2783.880912 42.567592
9831.42 2721.051340 41.983282
9842.40 2700.140167 41.470637
9853.37 2756.510197 42.199586
9864.35 2775.258892 42.028164
9875.32 2741.912765 41.865991
9886.30 2656.468553 40.902826
9897.27 2733.006175 41.238868
9908.25 2832.740587 42.274291
9919.22 2757.412029 41.577382
9930.20 2838.954797 42.184941
9941.18 2836.584763 42.006056
9952.15 2778.952132 41.639362
9963.13 2762.441193 41.365653
9974.10 2744.469652 41.049333
9985.08 2886.836402 42.390799
9996.05 2729.242687 40.800529
10007.03 2740.045149 41.011092
10018.00 2788.834009 41.528474
10028.98 2731.296472 40.662179
10039.95 2758.185738 41.032644
10050.93 2758.410348 41.091773
10061.90 2870.925438 41.753323
10072.88 2912.333557 42.296753
10083.85 2794.088678 41.362200
10094.83 2824.862319 41.189242
10105.80 2924.634521 42.242999
10116.78 2744.547135 40.413110
10127.75 2722.970670 40.410172
10138.73 2782.349138 41.234543
10149.70 2802.233515 40.918332
10160.68 2939.937985 42.074421
10171.65 2725.338544 40.405375
10182.63 2937.970314 41.950322
10193.60 2956.506872 42.213672
10204.58 2840.675579 41.051995
10215.55 2785.246586 40.581458
10226.53 2791.579494 40.672939
10237.50 2888.333292 41.298903
10248.48 2967.289312 41.602471
10259.45 2837.520963 40.878051
10270.43 2803.937431 40.517917
10281.40 2964.928323 41.512094
10292.38 2780.614866 39.958437
10303.36 2715.781023 39.711983
10314.33 2818.786302 40.540622
10325.31 2832.397516 40.724388
10336.28 2898.477634 41.057332
10347.26 2799.566096 40.413033
10358.23 2816.559011 40.560077
10369.21 2706.147386 39.254890
10380.18 2772.518441 39.981725
10391.16 2771.279473 40.153492
10402.13 2775.691873 39.574563
10413.11 2722.991048 39.121942
10424.08 2884.771649 40.674572
10435.06 2816.549294 40.002644
10446.03 2792.318705 39.490147
10457.01 2908.835249 40.674974
10467.98 3044.415265 41.628586
10478.96 2825.252057 40.000848
