HRD Diffraction Histogram for 177-degree bank, RUN0000078
The original intensities and sigmas have been multiplied by 10000
TOF INT ERR
8086.37 2668.622858 70.327512
8097.35 2719.697258 70.924416
8108.33 2771.304066 71.023884
8119.30 2883.380216 72.751397
8130.28 2820.622496 71.131101
8141.25 3000.405700 73.997514
8152.23 2813.256597 70.332377
8163.20 2815.076335 70.339741
8174.18 2833.657036 71.020626
8185.15 2912.437803 71.890636
8196.13 2797.364447 69.279030
8207.10 2714.796401 68.320625
8218.08 2814.321310 69.283088
8229.05 2777.352314 68.386957
8240.03 2649.011936 66.083518
8251.00 2789.116431 67.578137
8261.98 2723.584260 66.730891
8272.95 2820.026855 68.173631
8283.93 2794.808889 67.385239
8294.90 2845.180793 68.030408
8305.88 2828.152296 67.898424
8316.85 2788.370349 67.003690
8327.83 2809.580166 67.037969
8338.80 2782.904293 66.873142
8349.78 2942.666159 68.705828
8360.75 2926.604385 67.659056
8371.73 2905.252090 66.965017
8382.70 2745.220020 65.543154
8393.68 2843.054427 66.185761
8404.65 2711.319591 63.808861
8415.63 2692.591734 63.457438
8426.60 2727.464667 63.914880
8437.58 2796.104680 64.321619
8448.55 2746.326976 64.031199
8459.53 2733.571772 63.283941
8470.51 2786.458073 64.096068
8481.48 2730.891463 63.152736
8492.46 2816.089831 64.425568
8503.43 2806.655875 63.845478
8514.41 2714.440398 61.696757
8525.38 2731.087342 62.153566
8536.36 2803.415515 63.121170
8547.33 2869.257651 64.297279
8558.31 2775.856621 62.147748
8569.28 2806.024457 62.725930
8580.26 2793.519474 62.540123
8591.23 2705.106836 60.871657
8602.21 2841.102483 62.701202
8613.18 2811.936528 62.447679
8624.16 2863.870764 62.911507
8635.13 2826.671782 62.173211
8646.11 2717.849840 60.997684
8657.08 2616.260737 59.144908
8668.06 2589.398396 58.288930
8679.03 2685.467865 59.596729
8690.01 2711.159874 59.362502
8700.98 2735.766428 59.373516
8711.96 2656.019264 58.738229
8722.93 2791.225520 60.032903
8733.91 2652.804846 57.971679
8744.88 2739.587317 59.370489
8755.86 2746.745634 58.971289
8766.83 2752.197360 59.525557
8777.81 2667.365203 57.756567
8788.78 2747.153175 58.992905
8799.76 2833.961117 59.743147
8810.73 2743.607255 58.658688
8821.71 2773.519686 58.799621
8832.69 2687.155597 57.222968
8843.66 2733.380091 58.281074
8854.64 2714.263043 57.652866
8865.61 2763.546533 57.994048
8876.59 2756.988032 57.734883
8887.56 2859.361382 58.803570
8898.54 2751.588901 57.960383
8909.51 2801.715348 58.120847
8920.49 2854.187786 58.231313
8931.46 2759.301365 56.899421
8942.44 2812.764855 57.781446
8953.41 2842.914419 58.094968
8964.39 2824.494540 57.563028
8975.36 2715.775387 55.870189
8986.34 2732.432570 56.280199
8997.31 2749.688635 56.523663
9008.29 2735.545700 55.728362
9019.26 2774.329566 56.221114
9030.24 2802.119826 56.609897
9041.21 2724.353872 55.750498
9052.19 2796.608609 56.057428
9063.16 2809.141036 56.466441
9074.14 2788.512841 56.015136
9085.11 2970.549321 57.902241
9096.09 2831.384650 56.067993
9107.06 2750.995452 55.078300
9118.04 2837.983222 56.592333
9129.01 2792.258489 55.790746
9139.99 2723.102315 54.846321
9150.96 2779.810748 54.989658
9161.94 2878.649771 56.012620
9172.91 2778.422952 54.612985
9183.89 2900.014607 56.518433
9194.87 2904.625923 56.142800
9205.84 2806.524141 55.025031
9216.82 2791.597184 54.920041
9227.79 2754.375649 54.277697
9238.77 2769.238765 54.116897
9249.74 2860.887432 54.780014
9260.72 2764.346538 53.670405
9271.69 2861.348042 55.084140
9282.67 2775.671542 53.847535
9293.64 2828.226096 54.219425
9304.62 2848.816735 54.383621
9315.59 2809.591023 53.699297
9326.57 2749.065411 53.233460
9337.54 2780.970436 53.849618
9348.52 2808.479378 53.748048
9359.49 2842.425722 54.081490
9370.47 2824.811500 53.512423
9381.44 2800.421757 53.351891
9392.42 2771.799485 52.773583
9403.39 2717.249128 52.308395
9414.37 2788.517315 53.084305
9425.34 2818.917278 53.218082
9436.32 2775.618153 52.799587
9447.29 2816.822597 53.008355
9458.27 2882.025318 53.778881
9469.24 2869.934937 53.240233
9480.22 2789.614947 52.247595
9491.19 2848.617871 52.862898
9502.17 2768.814864 51.840896
9513.14 2702.302960 51.231857
9524.12 2872.900865 53.003394
9535.09 2792.320777 51.890545
9546.07 2747.857115 51.463770
9557.05 2731.051545 50.871802
9568.02 2820.136438 51.808440
9579.00 2750.088153 51.162679
9589.97 2837.756310 52.343426
9600.95 2888.671895 52.710812
9611.92 2739.915229 50.897897
9622.90 2805.672013 51.458633
9633.87 2875.892529 52.294405
9644.85 2751.129382 50.756302
9655.82 2675.844911 49.890002
9666.80 2700.555497 49.885202
9677.77 2803.088607 50.782881
9688.75 2745.845282 50.649672
9699.72 2739.512997 50.588920
9710.70 2792.902846 50.998015
9721.67 2681.894216 49.399546
9732.65 2771.072922 50.291709
9743.62 2790.271458 50.661453
9754.60 2767.696105 50.357989
9765.57 2873.519383 51.432896
9776.55 2836.577315 50.746079
9787.52 2689.854521 49.430964
9798.50 2647.481246 48.365101
9809.47 2736.503683 49.260947
9820.45 2666.336465 48.709022
9831.42 2788.028119 49.981304
9842.40 2749.208795 49.446207
9853.37 2853.065359 50.917872
9864.35 2605.543488 47.812517
9875.32 2676.504068 48.804950
9886.30 2814.645913 50.384060
9897.27 2850.027931 50.613470
9908.25 2859.078372 50.012341
9919.22 2754.318709 48.951872
9930.20 2843.132469 50.188956
9941.18 2907.768508 50.590958
9952.15 2750.130905 48.455695
9963.13 2838.543534 49.765465
9974.10 2766.838823 48.885845
9985.08 2810.182099 49.559872
9996.05 2809.943797 49.419844
10007.03 2771.141656 49.032456
10018.00 2875.519861 49.688339
10028.98 2887.317069 50.206724
10039.95 2783.479573 48.581072
10050.93 2811.805412 49.023731
10061.90 2831.647299 48.902820
10072.88 2833.376783 49.301396
10083.85 2735.967897 48.495621
10094.83 2769.600214 48.379921
10105.80 2867.217756 49.306865
10116.78 2840.125319 49.064321
10127.75 2861.022092 48.854963
10138.73 2921.024003 49.817395
10149.70 2860.632021 49.175964
10160.68 2954.614976 49.950832
10171.65 2819.864096 48.480945
10182.63 2883.339109 48.949377
10193.60 2968.278663 49.859147
10204.58 2886.560168 48.769291
10215.55 2780.468051 47.800910
10226.53 2721.963582 47.033218
10237.50 2852.915073 48.350505
10248.48 2967.177881 49.519454
10259.45 2768.917028 47.165381
10270.43 2816.471136 48.012548
10281.40 2896.701402 48.574868
10292.38 2865.714220 47.848300
10303.36 2816.461026 47.666178
10314.33 2851.418235 48.072013
10325.31 2812.927982 47.584012
10336.28 2875.059080 48.132502
10347.26 2775.351986 46.965702
10358.23 2817.599383 47.646356
10369.21 2765.324768 47.390229
10380.18 2761.331761 46.946306
10391.16 2728.410484 46.807385
10402.13 2768.587888 46.838415
10413.11 2845.575051 47.631972
10424.08 2945.785175 48.299398
10435.06 2802.785620 47.066940
10446.03 2774.217698 46.466710
10457.01 2922.145974 48.366209
10467.98 3008.097867 48.487581
10478.96 2801.817561 46.232677
10489.93 2826.806686 46.980199
10500.91 2834.090659 47.009411
10511.88 2787.222985 46.416634
10522.86 2895.272303 47.240361
10533.83 2760.041016 45.984973
10544.81 2769.292090 46.546252
10555.78 2774.457391 46.578024
10566.76 2801.962948 46.473302
10577.73 2758.377193 45.634238
10588.71 2720.668338 45.567535
10599.68 2667.240434 44.942988
10610.66 2667.952235 44.505332
10621.63 2720.598768 45.237486
10632.61 2781.588954 46.049060
10643.58 2742.907745 45.247033
10654.56 2833.340352 46.333644
10665.54 2836.522035 46.606792
10676.51 2746.487881 45.132018
10687.49 2727.335055 44.996176
10698.46 2697.234144 44.925830
10709.44 2727.409464 44.861453
10720.41 2984.070526 47.283665
10731.39 2983.954101 47.350676
10742.36 2805.155184 45.313036
10753.34 2865.031003 46.122777
10764.31 2915.840920 46.732291
10775.29 2766.692366 45.043677
10786.26 2704.072434 44.678329
10797.24 2659.519520 44.121699
10808.21 2704.874144 44.236001
10819.19 2841.322322 45.845989
10830.16 2954.017180 46.804719
10841.14 2947.357235 46.936344
10852.11 2853.882511 45.906761
10863.09 2849.034599 45.286365
10874.06 2794.726856 44.713024
10885.04 2686.844758 44.252138
10896.01 2800.266444 45.353901
10906.99 2772.589443 44.981434
10917.96 2727.421114 44.252470
10928.94 2796.026123 45.069800
10939.91 2814.142117 44.775214
10950.89 2787.543394 44.831716
10961.86 2730.540596 44.178976
10972.84 2834.625497 45.261905
10983.81 2807.919950 44.848976
10994.79 2673.858689 43.548972
11005.76 2708.174506 43.526861
11016.74 2714.149025 43.760238
11027.72 2817.123171 45.070648
11038.69 2952.587731 45.629066
11049.67 3005.984332 46.288169
11060.64 2747.460494 43.745006
11071.62 2785.175381 44.476633
11082.59 2981.530866 45.956258
11093.57 3096.005577 46.838027
11104.54 2868.707822 44.677882
11115.52 2853.228143 44.574991
11126.49 2758.741549 43.955468
11137.47 2802.709108 44.201316
11148.44 2831.565316 44.487985
11159.42 3006.803865 46.061019
11170.39 2868.073729 44.654091
11181.37 2833.229212 44.417011
11192.34 2805.524202 44.117432
11203.32 2833.216606 44.200505
11214.29 2764.106091 43.590021
11225.27 2801.480745 43.804124
11236.24 2802.129006 43.959575
11247.22 2786.935037 43.824987
11258.19 2772.479570 43.595210
11269.17 2895.646780 44.369027
11280.14 2893.069388 44.519577
11291.12 2745.577519 43.386789
11302.09 2796.997784 43.901488
11313.07 2934.701899 45.277732
11324.04 3115.691985 46.273352
11335.02 2848.202270 43.925091
11345.99 2767.594592 43.232699
11356.97 2762.849632 43.135841
11367.94 2790.224024 43.373156
11378.92 2900.404396 44.396717
11389.90 2954.794256 44.774855
11400.87 3155.939590 46.698337
11411.85 2948.534972 44.551557
11422.82 2811.156539 43.395697
11433.80 2730.379069 42.797925
11444.77 2761.493001 42.753350
11455.75 2748.234324 42.723896
11466.72 2745.554080 42.668078
11477.70 2672.561403 42.215600
11488.67 2784.974775 43.285744
11499.65 2852.224216 43.848806
11510.62 2898.615539 44.236272
11521.60 2949.836908 44.315146
11532.57 2941.322395 44.435332
11543.55 2807.966139 43.276970
11554.52 2844.711496 43.383577
11565.50 3167.450428 46.080971
11576.47 3190.179128 46.307539
11587.45 2958.876012 44.438789
11598.42 2774.750633 43.012579
11609.40 2803.267713 43.361868
11620.37 2818.152364 43.289873
11631.35 2730.721726 42.520618
11642.32 2808.598992 43.069110
11653.30 2951.226691 44.145299
11664.27 2860.839894 43.708430
11675.25 2828.260061 42.987525
11686.22 2705.901321 41.765732
11697.20 2841.201470 43.187107
11708.17 2803.890463 42.836010
11719.15 2720.331259 42.077363
11730.12 2770.618853 42.773757
11741.10 2729.020263 42.070394
11752.08 2768.318241 42.367102
11763.05 2709.378033 41.923454
11774.03 2884.761664 43.451841
11785.00 3021.191797 44.402446
11795.98 2943.526669 43.904855
11806.95 2719.850969 41.672367
11817.93 2753.740935 41.912497
11828.90 3155.715984 45.425632
11839.88 3287.938007 46.182399
11850.85 2906.051785 43.124731
11861.83 2791.939264 42.404049
11872.80 2736.476893 41.904837
11883.78 2702.025607 41.475773
11894.75 2730.690625 41.586476
11905.73 2821.308243 42.467763
11916.70 2997.874783 43.969114
11927.68 3151.522675 45.327045
11938.65 2890.805397 42.850102
11949.63 2755.431429 41.508261
11960.60 2736.766084 41.556267
11971.58 2966.301310 43.896139
11982.55 2839.172654 42.131871
11993.53 2702.141695 40.937476
12004.50 2712.792659 41.287477
12015.48 2700.261440 41.298945
12026.45 2693.608904 41.065947
12037.43 2690.670259 41.022300
12048.40 2672.911837 40.680122
12059.38 2857.186748 42.667743
12070.35 2925.765628 43.163904
12081.33 2753.981380 41.389755
12092.30 2744.707145 41.520836
12103.28 2728.638080 41.259934
12114.25 2821.683055 42.149379
12125.23 2939.301285 42.556433
12136.21 2746.402056 41.148818
12147.18 2672.153893 40.796922
12158.16 2707.913215 40.612481
12169.13 2725.240692 40.984573
12180.11 2760.068229 41.270634
12191.08 2691.978632 40.593189
12202.06 2739.293309 41.062514
12213.03 2973.146862 42.882222
12224.01 2931.496962 42.746495
12234.98 2665.520757 40.376562
12245.96 2685.512366 40.592072
12256.93 2683.330816 40.569872
12267.91 2853.950523 41.983294
12278.88 2822.564533 41.735718
12289.86 2810.346376 41.785273
12300.83 2697.729393 40.308956
12311.81 2736.635634 40.934213
12322.78 2661.833968 40.391121
12333.76 2590.736796 39.430324
12344.73 2687.049274 40.321869
12355.71 2785.982345 41.266470
12366.68 3145.222443 44.192911
12377.66 3137.675366 44.343176
12388.63 2788.996318 41.112359
12399.61 2664.190317 40.069419
12410.58 2733.897074 40.541942
12421.56 2914.203599 41.811709
12432.53 3125.005328 43.819852
12443.51 2832.202199 41.497505
12454.48 2644.703914 39.764454
12465.46 2712.876786 40.453170
12476.43 2660.043441 40.032200
12487.41 2658.313812 39.853357
12498.39 2653.493645 39.695998
12509.36 2669.597717 39.713520
12520.34 2872.782789 41.689420
12531.31 3063.477753 43.471318
12542.29 2904.259193 42.049288
12553.26 2802.406520 41.286697
12564.24 2700.266011 40.284624
12575.21 2774.671441 40.784046
12586.19 2849.926633 40.990280
12597.16 2959.263146 42.313431
12608.14 2746.232099 40.421009
12619.11 2649.709465 39.684037
12630.09 2718.675457 40.254719
12641.06 2704.407716 40.071298
12652.04 2755.075832 40.854459
12663.01 2674.138007 39.622047
12673.99 2739.406160 40.178296
12684.96 3062.910036 43.226672
12695.94 3626.975582 47.254176
12706.91 3290.718132 44.831002
12717.89 2949.111719 42.145265
12728.86 2882.759579 41.344746
12739.84 2891.331821 41.606056
12750.81 3403.850709 45.468342
12761.79 4006.018680 49.956239
12772.76 3352.392183 45.379897
12783.74 2865.091186 41.115312
12794.71 2762.733900 40.162877
12805.69 2716.635567 39.778590
12816.66 2721.618855 40.072780
12827.64 2741.166200 40.236738
12838.61 2701.192040 39.836072
12849.59 2727.204423 39.942528
12860.57 2928.845005 41.587790
12871.54 3201.234650 43.520588
12882.52 2965.430346 42.033373
12893.49 2752.662098 40.192825
12904.47 2741.255521 40.145543
12915.44 2746.974774 40.257436
12926.42 2895.299930 41.076107
12937.39 3049.570529 42.202029
12948.37 2892.834496 41.199100
12959.34 2692.114628 39.488941
12970.32 2703.446888 39.686732
12981.29 2717.724104 39.777079
12992.27 2719.695909 39.688763
13003.24 2726.751820 39.781686
13014.22 2681.858836 39.376580
13025.19 2698.921074 39.344208
13036.17 2734.148726 39.729917
13047.14 3072.812750 42.599977
13058.12 3027.350979 42.222259
13069.09 2820.606708 40.268266
13080.07 2730.030951 39.582611
13091.04 2688.864288 39.468184
13102.02 2782.165427 40.209918
13112.99 3089.231454 42.483925
13123.97 3233.298700 43.527645
13134.94 2857.656270 40.545805
13145.92 2706.846452 39.465516
13156.89 2730.718198 39.678448
13167.87 2685.589427 39.230155
13178.84 2679.508705 39.147878
13189.82 2658.378212 38.857793
13200.79 2725.308802 39.607623
13211.77 2679.801280 39.365877
13222.75 2794.780173 40.045797
13233.72 3275.725515 43.774322
13244.70 3385.479011 44.988744
13255.67 2904.825962 40.936540
13266.65 2709.810076 39.100078
13277.62 2699.395480 39.096485
13288.60 2703.266597 39.473560
13299.57 2904.272566 40.909208
13310.55 3273.924524 43.963376
13321.52 3073.124443 42.175214
13332.50 2786.666068 39.899180
13343.47 2680.483139 39.209534
13354.45 2634.121448 38.607466
13365.42 2674.197708 39.062930
13376.40 2606.485718 38.459888
13387.37 2665.900729 38.826915
13398.35 2640.567474 38.714186
13409.32 2635.261550 38.579480
13420.30 2709.313518 39.190688
13431.27 2939.477819 40.997144
13442.25 2967.085035 41.236093
13453.22 2771.405304 39.841698
13464.20 2731.487768 39.337926
13475.17 2635.717600 38.453891
13486.15 2712.568634 39.438728
13497.12 2983.723140 41.469583
13508.10 3887.079595 48.457986
13519.07 3831.703740 47.804105
13530.05 3095.346739 42.673441
13541.02 2718.287798 39.108226
13552.00 2655.037242 38.878648
13562.97 2664.695520 38.803392
13573.95 2600.965278 38.006144
13584.93 2634.930225 38.621136
13595.90 2665.691835 38.895477
13606.88 2663.562378 38.686810
13617.85 2615.357456 38.316841
13628.83 2857.149137 40.529932
13639.80 3355.829395 44.271593
13650.78 3246.044355 43.555203
13661.75 2808.740098 39.874748
13672.73 2722.765624 39.276171
13683.70 2623.339600 38.586837
13694.68 2633.949790 38.724657
13705.65 2631.862040 38.609872
13716.63 2715.113760 39.463607
13727.60 2668.146976 39.034397
13738.58 2629.480354 38.539333
13749.55 2522.749537 37.529001
13760.53 2667.594251 38.914240
13771.50 2578.261092 38.121353
13782.48 2640.251645 38.336228
13793.45 2624.262929 38.595145
13804.43 2625.628497 38.677112
