1.57079633 0.14054016 0.02905165
1.57090293 0.15874451 0.03053273
1.57100955 0.13430711 0.02884428
1.57111618 0.12942517 0.02876039
1.57122283 0.06507907 0.02104676
1.57132949 0.12934872 0.02807242
1.57143617 0.13397300 0.02749298
1.57154286 0.14437594 0.03190660
1.57164957 0.13167355 0.02708691
1.57175629 0.16544168 0.03272804
1.57186302 0.14617131 0.03068099
1.57196977 0.18454344 0.03584309
1.57207654 0.09745360 0.02318593
1.57218332 0.14967179 0.02963507
1.57229011 0.18075766 0.03429247
1.57239692 0.17773582 0.03438433
1.57250374 0.14357522 0.03070323
1.57261058 0.13637018 0.02635267
1.57271743 0.11277459 0.02640618
1.57282429 0.16478914 0.03216642
1.57293117 0.12474605 0.02393294
1.57303807 0.20845032 0.03693238
1.57314498 0.16023849 0.02938697
1.57325190 0.14024276 0.02665893
1.57335884 0.12252893 0.02429018
1.57346579 0.11558762 0.02785226
1.57357276 0.11561192 0.02612486
1.57367974 0.14034332 0.02946896
1.57378674 0.10308992 0.02287408
1.57389375 0.16575153 0.02997485
1.57400077 0.16191633 0.02952268
1.57410781 0.16470422 0.02964635
1.57421487 0.11943058 0.02282769
1.57432194 0.14547253 0.02652774
1.57442902 0.11268722 0.02533036
1.57453612 0.17922595 0.03273897
1.57464323 0.15738541 0.02944470
1.57475036 0.23265647 0.03672366
1.57485750 0.13265600 0.02810295
1.57496466 0.15668482 0.02921448
1.57507183 0.13872904 0.02781088
1.57517901 0.14225909 0.02470186
1.57528621 0.13997204 0.02659121
1.57539343 0.14628196 0.02654928
1.57550066 0.15918227 0.02779388
1.57560790 0.11151302 0.02397718
1.57571516 0.15110119 0.02676817
1.57582243 0.20070533 0.03091872
1.57592972 0.12355347 0.02347429
1.57603702 0.15567902 0.02779309
1.57614434 0.11398120 0.02364146
1.57625167 0.13288777 0.02518076
1.57635902 0.11955573 0.02582561
1.57646638 0.08513384 0.02248634
1.57657376 0.12736366 0.02478105
1.57668115 0.14143611 0.02649656
1.57678855 0.17269198 0.03000902
1.57689597 0.17544211 0.02987252
1.57700340 0.20562902 0.03394814
1.57711085 0.12824864 0.02401634
1.57721832 0.16265234 0.02825210
1.57732580 0.14795207 0.02755727
1.57743329 0.12592980 0.02453928
1.57754080 0.16871314 0.02871553
1.57764832 0.15700716 0.02636545
1.57775585 0.13356750 0.02444416
1.57786341 0.11211475 0.02092776
1.57797097 0.14443136 0.02579691
1.57807855 0.15865042 0.02746648
1.57818615 0.17526021 0.02735031
1.57829376 0.17727188 0.02902070
1.57840138 0.13807782 0.02379499
1.57850902 0.15627954 0.02539650
1.57861668 0.12663083 0.02470560
1.57872434 0.15388195 0.02686939
1.57883203 0.15839378 0.02601571
