HRD Diffraction Histogram for 177-degree bank, RUN0000078
The original intensities and sigmas have been multiplied by 10000
TOF INT ERR
8086.37 2737.969576 58.673991
8097.35 2764.712422 58.547417
8108.33 2767.382571 58.674977
8119.30 2770.021646 58.867416
8130.28 2737.179375 57.345452
8141.25 2709.472852 57.332745
8152.23 2763.663879 57.761172
8163.20 2689.878509 57.171652
8174.18 2794.210020 57.896841
8185.15 2801.598753 58.252147
8196.13 2692.538559 55.565353
8207.10 2731.337376 56.287183
8218.08 2760.839389 55.979635
8229.05 2815.890379 56.785697
8240.03 2706.458332 55.809141
8251.00 2852.135120 57.126840
8261.98 2844.579479 56.512058
8272.95 2825.952650 56.679362
8283.93 2802.667480 56.394576
8294.90 2608.073795 53.669337
8305.88 2702.052608 54.390703
8316.85 2750.636999 55.320915
8327.83 2709.031585 54.033624
8338.80 2728.755389 54.057940
8349.78 2805.116444 55.310542
8360.75 2890.409371 56.029713
8371.73 2815.020616 55.196036
8382.70 2786.337601 54.411101
8393.68 2859.844825 54.469204
8404.65 2717.059726 53.255772
8415.63 2704.787042 53.084297
8426.60 2635.980202 51.847007
8437.58 2650.752073 51.941278
8448.55 2763.538807 52.852571
8459.53 2787.727412 53.269288
8470.51 2721.024203 51.661978
8481.48 2814.340398 52.716795
8492.46 2821.652202 52.808838
8503.43 2752.046178 52.262426
8514.41 2736.291026 51.638288
8525.38 2787.999623 51.906629
8536.36 2796.853166 52.242133
8547.33 2870.391153 52.710584
8558.31 2767.178183 51.264773
8569.28 2731.457448 51.050166
8580.26 2757.203628 51.527166
8591.23 2726.878782 50.907232
8602.21 2832.891536 52.282410
8613.18 2898.033655 52.482851
8624.16 2800.104284 51.298503
8635.13 2708.792110 50.283394
8646.11 2672.495049 49.618560
8657.08 2745.390579 50.017202
8668.06 2781.904207 50.399662
8679.03 2789.344049 50.200944
8690.01 2770.710485 50.219643
8700.98 2766.864603 49.987405
8711.96 2674.196752 48.491334
8722.93 2738.395055 49.165435
8733.91 2814.148880 49.850509
8744.88 2829.806826 50.169143
8755.86 2764.112862 49.079239
8766.83 2845.700484 49.990254
8777.81 2702.418232 48.541776
8788.78 2674.395330 47.892464
8799.76 2696.218015 48.021836
8810.73 2704.177240 47.801973
8821.71 2782.553870 48.870194
8832.69 2772.066964 48.399791
8843.66 2790.424200 48.725716
8854.64 2793.617781 48.367178
8865.61 2721.429046 47.782723
8876.59 2757.503717 47.953077
8887.56 2770.436712 48.201218
8898.54 2767.280092 47.651784
8909.51 2765.678042 47.806435
8920.49 2774.959628 47.862478
8931.46 2716.468534 47.049794
8942.44 2697.453410 46.611345
8953.41 2775.908619 47.484685
8964.39 2837.999782 48.017729
8975.36 2693.220438 46.121104
8986.34 2755.886634 46.958388
8997.31 2742.451929 46.651267
9008.29 2723.138971 46.752585
9019.26 2747.923617 46.499987
9030.24 2799.694648 47.444002
9041.21 2695.382175 45.681899
9052.19 2746.553813 45.885451
9063.16 2851.501841 46.842441
9074.14 2823.074805 46.728514
9085.11 2773.351293 46.132728
9096.09 2834.058147 46.679361
9107.06 2810.101928 46.466928
9118.04 2857.621647 47.074189
9129.01 2823.836340 46.657775
9139.99 2824.107073 45.917331
9150.96 2857.831267 46.571135
9161.94 2824.815857 46.301704
9172.91 2699.322456 44.654026
9183.89 2815.789115 45.637567
9194.87 2793.301662 45.727373
9205.84 2759.633333 45.023022
9216.82 2768.569412 45.223017
9227.79 2713.134793 44.343549
9238.77 2787.285084 45.333942
9249.74 2809.681651 45.291897
9260.72 2797.711120 45.201020
9271.69 2738.490393 44.206332
9282.67 2751.860448 44.314142
9293.64 2775.057652 44.979429
9304.62 2759.743470 44.468656
9315.59 2774.699408 44.480858
9326.57 2731.167883 43.893455
9337.54 2820.857359 44.837793
9348.52 2792.619102 44.335960
9359.49 2743.768085 44.016374
9370.47 2767.549261 44.221683
9381.44 2838.859839 44.828283
9392.42 2748.585775 43.573265
