0.20000000 0.26686229 0.00703275
0.20027145 0.27196973 0.00709244
0.20054290 0.27713041 0.00710239
0.20081434 0.28833802 0.00727514
0.20108579 0.28206225 0.00711311
0.20135724 0.30004057 0.00739975
0.20162869 0.28132566 0.00703324
0.20190014 0.28150763 0.00703397
0.20217158 0.28336570 0.00710206
0.20244303 0.29124378 0.00718906
0.20271448 0.27973644 0.00692790
0.20298593 0.27147964 0.00683206
0.20325738 0.28143213 0.00692831
0.20352882 0.27773523 0.00683870
0.20380027 0.26490119 0.00660835
0.20407172 0.27891164 0.00675781
0.20434317 0.27235843 0.00667309
0.20461462 0.28200269 0.00681736
0.20488606 0.27948089 0.00673852
0.20515751 0.28451808 0.00680304
0.20542896 0.28281523 0.00678984
0.20570041 0.27883703 0.00670037
0.20597186 0.28095802 0.00670380
0.20624330 0.27829043 0.00668731
0.20651475 0.29426662 0.00687058
0.20678620 0.29266044 0.00676591
0.20705765 0.29052521 0.00669650
0.20732909 0.27452200 0.00655432
0.20760054 0.28430544 0.00661858
0.20787199 0.27113196 0.00638089
0.20814344 0.26925917 0.00634574
0.20841489 0.27274647 0.00639149
0.20868633 0.27961047 0.00643216
0.20895778 0.27463270 0.00640312
0.20922923 0.27335718 0.00632839
0.20950068 0.27864581 0.00640961
0.20977213 0.27308915 0.00631527
0.21004357 0.28160898 0.00644256
0.21031502 0.28066559 0.00638455
0.21058647 0.27144404 0.00616968
0.21085792 0.27310873 0.00621536
0.21112937 0.28034155 0.00631212
0.21140081 0.28692577 0.00642973
0.21167226 0.27758566 0.00621477
0.21194371 0.28060245 0.00627259
0.21221516 0.27935195 0.00625401
0.21248661 0.27051068 0.00608717
0.21275805 0.28411025 0.00627012
0.21302950 0.28119365 0.00624477
0.21330095 0.28638708 0.00629115
0.21357240 0.28266718 0.00621732
0.21384385 0.27178498 0.00609977
0.21411529 0.26162607 0.00591449
0.21438674 0.25893984 0.00582889
0.21465819 0.26854679 0.00595967
0.21492964 0.27111599 0.00593625
0.21520109 0.27357664 0.00593735
0.21547253 0.26560193 0.00587382
0.21574398 0.27912255 0.00600329
0.21601543 0.26528048 0.00579717
0.21628688 0.27395873 0.00593705
0.21655833 0.27467456 0.00589713
0.21682977 0.27521974 0.00595256
0.21710122 0.26673652 0.00577566
0.21737267 0.27471532 0.00589929
0.21764412 0.28339611 0.00597431
0.21791557 0.27436073 0.00586587
0.21818701 0.27735197 0.00587996
0.21845846 0.26871556 0.00572230
0.21872991 0.27333801 0.00582811
0.21900136 0.27142630 0.00576529
0.21927281 0.27635465 0.00579940
0.21954425 0.27569880 0.00577349
0.21981570 0.28593614 0.00588036
0.22008715 0.27515889 0.00579604
0.22035860 0.28017153 0.00581208
0.22063005 0.28541878 0.00582313
0.22090149 0.27593014 0.00568994
0.22117294 0.28127649 0.00577814
0.22144439 0.28429144 0.00580950
0.22171584 0.28244945 0.00575630
0.22198728 0.27157754 0.00558702
0.22225873 0.27324326 0.00562802
0.22253018 0.27496886 0.00565237
0.22280163 0.27355457 0.00557284
0.22307308 0.27743296 0.00562211
0.22334452 0.28021198 0.00566099
0.22361597 0.27243539 0.00557505
0.22388742 0.27966086 0.00560574
0.22415887 0.28091410 0.00564664
0.22443032 0.27885128 0.00560151
0.22470176 0.29705493 0.00579022
0.22497321 0.28313846 0.00560680
0.22524466 0.27509955 0.00550783
0.22551611 0.28379832 0.00565923
0.22578756 0.27922585 0.00557907
0.22605900 0.27231023 0.00548463
0.22633045 0.27798107 0.00549897
0.22660190 0.28786498 0.00560126
0.22687335 0.27784230 0.00546130
0.22714480 0.29000146 0.00565184
0.22741624 0.29046259 0.00561428
0.22768769 0.28065241 0.00550250
0.22795914 0.27915972 0.00549200
0.22823059 0.27543756 0.00542777
0.22850204 0.27692388 0.00541169
0.22877348 0.28608874 0.00547800
0.22904493 0.27643465 0.00536704
0.22931638 0.28613480 0.00550841
0.22958783 0.27756715 0.00538475
0.22985928 0.28282261 0.00542194
0.23013072 0.28488167 0.00543836
0.23040217 0.28095910 0.00536993
0.23067362 0.27490654 0.00532335
0.23094507 0.27809704 0.00538496
0.23121652 0.28084794 0.00537480
0.23148796 0.28424257 0.00540815
0.23175941 0.28248115 0.00535124
0.23203086 0.28004218 0.00533519
0.23230231 0.27717995 0.00527736
0.23257376 0.27172491 0.00523084
0.23284520 0.27885173 0.00530843
0.23311665 0.28189173 0.00532181
0.23338810 0.27756182 0.00527996
0.23365955 0.28168226 0.00530084
0.23393100 0.28820253 0.00537789
0.23420244 0.28699349 0.00532402
0.23447389 0.27896149 0.00522476
0.23474534 0.28486179 0.00528629
0.23501679 0.27688149 0.00518409
0.23528823 0.27023030 0.00512319
0.23555968 0.28729009 0.00530034
0.23583113 0.27923208 0.00518905
0.23610258 0.27478571 0.00514638
0.23637403 0.27310515 0.00508718
0.23664547 0.28201364 0.00518084
0.23691692 0.27500882 0.00511627
0.23718837 0.28377563 0.00523434
0.23745982 0.28886719 0.00527108
0.23773127 0.27399152 0.00508979
0.23800271 0.28056720 0.00514586
0.23827416 0.28758925 0.00522944
0.23854561 0.27511294 0.00507563
0.23881706 0.26758449 0.00498900
0.23908851 0.27005555 0.00498852
0.23935995 0.28030886 0.00507829
0.23963140 0.27458453 0.00506497
0.23990285 0.27395130 0.00505889
0.24017430 0.27929028 0.00509980
0.24044575 0.26818942 0.00493995
0.24071719 0.27710729 0.00502917
0.24098864 0.27902715 0.00506615
0.24126009 0.27676961 0.00503580
0.24153154 0.28735194 0.00514329
0.24180299 0.28365773 0.00507461
0.24207443 0.26898545 0.00494310
0.24234588 0.26474812 0.00483651
0.24261733 0.27365037 0.00492609
0.24288878 0.26663365 0.00487090
0.24316023 0.27880281 0.00499813
0.24343167 0.27492088 0.00494462
0.24370312 0.28530654 0.00509179
0.24397457 0.26055435 0.00478125
0.24424602 0.26765041 0.00488049
0.24451747 0.28146459 0.00503841
0.24478891 0.28500279 0.00506135
0.24506036 0.28590784 0.00500123
0.24533181 0.27543187 0.00489519
0.24560326 0.28431325 0.00501890
0.24587471 0.29077685 0.00505910
0.24614615 0.27501309 0.00484557
