HRD Diffraction Histogram for 177-degree bank, RUN0000078
The original intensities and sigmas have been multiplied by 10000
TOF INT ERR
8086.37 2740.321206 71.216504
8097.35 2784.821089 71.024994
8108.33 2773.560149 71.214930
8119.30 2759.410546 71.225943
8130.28 2719.757662 69.481732
8141.25 2697.026090 69.312840
8152.23 2768.054818 70.089357
8163.20 2710.811625 69.000724
8174.18 2753.825037 69.781307
8185.15 2837.132208 70.785595
8196.13 2672.252241 67.122262
8207.10 2729.378292 67.971758
8218.08 2737.114244 67.434908
8229.05 2789.656618 68.176078
8240.03 2725.645993 68.098755
8251.00 2853.699444 69.448385
8261.98 2850.616485 68.533277
8272.95 2811.904743 68.281984
8283.93 2795.292423 67.717454
8294.90 2609.802471 65.452662
8305.88 2676.776192 65.523556
8316.85 2748.906005 66.637166
8327.83 2702.008546 65.470918
8338.80 2750.934126 65.932242
8349.78 2754.777930 66.047971
8360.75 2918.209627 67.901485
8371.73 2809.729937 66.346946
8382.70 2799.959788 65.811341
8393.68 2837.294646 65.835379
8404.65 2724.803122 64.279663
8415.63 2700.108932 63.737271
8426.60 2629.651274 62.503608
8437.58 2641.335257 62.705843
8448.55 2773.256902 64.103900
8459.53 2795.175189 64.362105
8470.51 2715.473725 62.611339
8481.48 2786.199712 63.588071
8492.46 2830.348666 63.805814
8503.43 2757.050252 62.633622
8514.41 2738.753532 62.312807
8525.38 2769.356630 62.642388
8536.36 2802.981583 62.936278
8547.33 2880.834578 63.865191
8558.31 2779.916872 62.002472
8569.28 2705.968318 61.250046
8580.26 2783.772283 62.569819
8591.23 2710.125706 61.221865
8602.21 2834.973471 62.918869
8613.18 2885.317009 63.165242
8624.16 2809.039125 61.859249
8635.13 2686.138187 60.439576
8646.11 2698.693935 60.173302
8657.08 2699.411705 59.847017
8668.06 2801.991302 61.144586
8679.03 2788.585006 60.336313
8690.01 2763.697330 60.386100
8700.98 2779.315144 60.291478
8711.96 2687.164578 58.698512
8722.93 2711.550306 59.118290
8733.91 2802.465532 60.113231
8744.88 2846.369180 60.931161
8755.86 2735.003746 58.891467
8766.83 2840.693186 60.581896
8777.81 2698.519620 58.403926
8788.78 2634.735354 57.346118
8799.76 2699.920436 57.903463
8810.73 2733.167202 58.264562
8821.71 2769.437013 58.687706
8832.69 2780.347295 58.287201
8843.66 2751.535559 58.335258
8854.64 2822.085637 58.718405
8865.61 2693.580669 57.355612
8876.59 2758.534249 57.836918
8887.56 2758.698417 58.118345
8898.54 2771.697923 57.598078
8909.51 2771.535407 57.806711
8920.49 2760.184610 57.390382
8931.46 2737.429768 56.926471
8942.44 2687.945665 56.299807
8953.41 2806.695402 57.302867
8964.39 2823.806907 57.810199
8975.36 2670.439905 55.258242
8986.34 2767.180873 56.349121
8997.31 2759.603271 56.396244
9008.29 2679.633723 55.807660
9019.26 2764.152548 56.196281
9030.24 2822.146163 57.341956
9041.21 2664.842278 54.758396
9052.19 2746.244356 55.368727
9063.16 2860.800608 56.342842
9074.14 2799.379893 56.021087
9085.11 2757.844425 55.345488
9096.09 2828.176973 56.042209
9107.06 2810.251709 55.804909
9118.04 2866.061275 56.493681
9129.01 2810.590512 55.805269
9139.99 2836.229084 55.559916
9150.96 2827.011665 55.721456
9161.94 2814.176206 55.842898
9172.91 2710.422854 53.804654
9183.89 2822.400710 54.886803
9194.87 2775.881788 54.851207
9205.84 2767.495031 54.314746
9216.82 2767.348087 54.488384
9227.79 2707.193926 53.439882
9238.77 2772.112750 54.404259
9249.74 2824.874723 54.712485
9260.72 2806.114413 54.372466
9271.69 2690.345481 52.676795
9282.67 2785.922405 53.730655
9293.64 2771.206646 53.805144
9304.62 2742.769631 53.338773
9315.59 2764.358704 53.521459
9326.57 2727.659744 52.784737
9337.54 2814.678582 53.905894
9348.52 2793.788053 53.192850
9359.49 2740.289235 53.035712
9370.47 2796.011934 53.396825
9381.44 2826.006611 53.708122
9392.42 2724.912581 52.127901
9403.39 2818.773346 53.210484
9414.37 2829.711393 53.166265
9425.34 2716.107878 52.067143
9436.32 2886.689130 53.846256
9447.29 2793.483070 52.558332
9458.27 2852.948511 53.300731
9469.24 2914.014655 53.533831
9480.22 2775.181849 51.770818
9491.19 2732.736307 51.442022
9502.17 2706.607203 50.859991
9513.14 2750.412795 51.309908
9524.12 2866.590831 53.097398
9535.09 2724.676117 51.129551
9546.07 2785.686753 51.491398
9557.05 2793.459620 52.056046
9568.02 2713.441186 50.717766
9579.00 2736.557278 51.250104
9589.97 2728.350955 51.250204
9600.95 2682.300269 50.497357
9611.92 2753.205103 51.097420
9622.90 2729.652401 50.472597
9633.87 2670.505072 49.732382
9644.85 2776.227410 51.024432
9655.82 2787.486902 51.257551
9666.80 2872.263035 52.185770
9677.77 2800.335839 51.014925
9688.75 2702.137674 49.689165
9699.72 2786.683109 50.851647
9710.70 2791.362315 50.767008
9721.67 2760.116626 50.236218
9732.65 2749.426662 50.099516
9743.62 2719.767331 50.113070
9754.60 2734.123673 49.793387
9765.57 2798.037190 50.430106
9776.55 2885.460310 51.548383
9787.52 2855.013847 51.440782
9798.50 2823.200194 50.324780
9809.47 2827.922657 50.636570
9820.45 2819.966624 50.035431
9831.42 2775.422174 49.722347
9842.40 2723.818825 49.390430
9853.37 2721.709907 49.164118
9864.35 2752.277307 49.154458
9875.32 2689.864705 48.682269
9886.30 2752.597516 49.239465
9897.27 2896.701427 50.863628
9908.25 2844.683424 50.004210
9919.22 2802.006747 49.329204
9930.20 2924.215545 50.604569
9941.18 2819.387512 49.277814
9952.15 2761.657490 48.325455
9963.13 2761.721711 48.764270
9974.10 2823.525471 49.592515
9985.08 2884.849663 50.177959
9996.05 2824.178924 49.247955
10007.03 2780.336164 48.519303
10018.00 2832.638095 49.447551
10028.98 2750.568113 48.317891
10039.95 2792.026182 48.732897
10050.93 2748.771194 48.381966
10061.90 2777.566284 48.334717
10072.88 2852.599183 49.152549
10083.85 2845.162883 49.199966
10094.83 2822.445248 48.903834
10105.80 2833.836777 48.602289
10116.78 2823.843514 48.798100
10127.75 2803.860551 48.232777
10138.73 2689.252920 46.912408
10149.70 2880.313105 49.112239
10160.68 2877.977233 48.855040
10171.65 2795.676564 48.453451
10182.63 2811.994568 47.951711
10193.60 2761.195185 47.176917
10204.58 2815.646873 48.182611
10215.55 2837.792801 48.669166
10226.53 2849.688030 48.583670
10237.50 2894.795114 48.593639
10248.48 2874.606168 48.406112
10259.45 2829.535877 48.062745
10270.43 2965.434531 49.188617
10281.40 2956.257493 48.788001
10292.38 2775.830797 47.323730
10303.36 2886.204706 48.669495
10314.33 2813.765504 47.922324
10325.31 2844.398022 47.718881
10336.28 2885.741958 47.818785
10347.26 2889.789710 48.243502
10358.23 2739.833676 46.989655
10369.21 2841.015595 47.595167
10380.18 2758.953784 46.515112
10391.16 2809.490078 46.730295
10402.13 2820.741551 47.522340
10413.11 2771.586567 46.789726
10424.08 2867.041689 47.583487
10435.06 2821.976915 46.848742
10446.03 2808.729102 47.085996
10457.01 2892.145087 47.553125
10467.98 2988.610026 48.559436
10478.96 2796.709920 46.623275
10489.93 2814.707643 46.950216
10500.91 2758.024515 46.215037
10511.88 2808.958640 46.814587
10522.86 2868.372648 47.179740
10533.83 2879.184690 47.085949
10544.81 2736.030202 45.630292
10555.78 2833.115577 46.764009
10566.76 2787.503230 46.280277
10577.73 2756.109443 46.338591
10588.71 2715.727471 45.531282
10599.68 2722.410652 45.569216
10610.66 2783.625540 46.044893
10621.63 2776.110874 46.017447
10632.61 2708.174376 45.197316
10643.58 2722.076439 45.454965
10654.56 2899.435703 46.790173
10665.54 2837.084832 46.128275
10676.51 2768.704804 45.658892
10687.49 2741.551796 45.311863
10698.46 2694.389980 44.856257
10709.44 2730.683264 44.627216
10720.41 2980.686310 47.262115
10731.39 2910.835268 46.680559
10742.36 2828.977794 45.924546
10753.34 2838.371737 45.699349
10764.31 2876.080005 46.102707
10775.29 2734.666450 44.650908
10786.26 2707.005078 44.800127
10797.24 2743.322491 44.972998
10808.21 2720.645126 44.625719
10819.19 2807.822783 45.188813
10830.16 2911.461985 46.215006
10841.14 2789.092899 45.281004
10852.11 2739.066088 44.457936
10863.09 2839.559705 45.254798
10874.06 2885.331203 45.936191
10885.04 2764.076769 44.687175
10896.01 2733.760609 44.417637
10906.99 2668.767871 43.945492
10917.96 2671.048230 43.649412
10928.94 2703.360784 43.811727
10939.91 2754.472175 44.563552
10950.89 2724.357593 43.985786
10961.86 2742.244783 44.611572
10972.84 2868.876611 45.162591
10983.81 2742.310337 44.069691
10994.79 2789.451308 44.566223
11005.76 2759.772880 44.222520
11016.74 2672.569051 43.322665
11027.72 2763.875883 44.202029
11038.69 2978.356011 46.367813
11049.67 2922.481737 45.445836
11060.64 2821.872651 44.658329
11071.62 2923.458684 45.552520
11082.59 3117.509969 47.220380
11093.57 2942.998847 45.655721
11104.54 2782.762277 44.048101
11115.52 2741.486165 44.043597
11126.49 2699.444639 43.593635
11137.47 2755.556860 43.980006
11148.44 2848.590715 44.838765
11159.42 2931.733507 45.199276
11170.39 2854.940815 44.821703
11181.37 2746.984847 43.661505
11192.34 2810.060741 44.242393
11203.32 2821.494386 44.004450
11214.29 2723.783883 43.479089
11225.27 2782.379223 43.770706
11236.24 2772.339725 43.654976
11247.22 2761.544257 43.484481
11258.19 2774.966248 43.729285
11269.17 2831.490197 44.200946
11280.14 2820.980604 43.887435
11291.12 2880.202082 45.089037
11302.09 2844.437734 44.267155
11313.07 2995.981506 45.064434
11324.04 2986.526634 45.074704
11335.02 2835.415655 44.176386
11345.99 2865.081606 44.302578
11356.97 2808.016756 43.538698
11367.94 2798.741179 43.758351
11378.92 2886.913971 44.766990
11389.90 3022.933794 45.423115
11400.87 3016.827942 45.231902
11411.85 2851.099897 44.224499
11422.82 2778.084920 43.364606
11433.80 2832.831485 44.153224
11444.77 2802.580268 43.261870
11455.75 2677.464411 42.092151
11466.72 2771.340989 43.040302
11477.70 2787.753400 43.578477
11488.67 2740.245626 42.836777
11499.65 2792.704647 43.435255
11510.62 2850.497703 43.760116
11521.60 3008.205948 44.849073
11532.57 2865.692567 43.842741
11543.55 2819.242253 43.350336
11554.52 2922.956373 44.118208
11565.50 3272.078019 47.013050
11576.47 3140.811394 45.843736
11587.45 2776.502958 42.723838
11598.42 2747.897790 42.567100
11609.40 2778.862739 42.660255
11620.37 2774.749700 42.743421
11631.35 2739.148520 42.438029
11642.32 2942.393112 44.000609
11653.30 2979.448136 44.599088
11664.27 2803.237481 42.737433
11675.25 2789.956690 42.604412
11686.22 2753.871158 42.346707
11697.20 2818.399579 42.762900
11708.17 2832.581260 43.029863
11719.15 2766.742819 42.492904
11730.12 2770.795893 42.687337
11741.10 2768.913987 42.640640
11752.08 2765.314123 42.330692
11763.05 2750.779554 42.033708
11774.03 2960.183313 44.098532
11785.00 2979.472123 43.832744
11795.98 2837.777901 42.758305
11806.95 2755.996314 41.989486
11817.93 2898.671336 43.385336
11828.90 3286.182992 46.640812
11839.88 3230.739297 46.144304
11850.85 2859.668959 43.258883
11861.83 2767.154331 42.071032
11872.80 2733.135436 41.340422
11883.78 2661.856035 41.190925
11894.75 2660.086882 41.084182
11905.73 2782.128800 41.819822
11916.70 2977.562910 43.763703
11927.68 3046.665675 44.478191
11938.65 2763.458422 41.566137
11949.63 2744.692689 42.090430
11960.60 2768.057321 41.870670
11971.58 2933.340734 42.989462
11982.55 2904.426381 43.192706
11993.53 2754.110466 41.890415
12004.50 2671.292196 40.951058
12015.48 2698.030824 41.156607
12026.45 2709.590000 41.007285
12037.43 2573.906570 40.244696
12048.40 2696.613132 41.003515
12059.38 2836.518261 42.530829
12070.35 2845.250060 42.006019
12081.33 2683.915811 40.594175
12092.30 2784.629432 41.746605
12103.28 2777.553588 41.598659
12114.25 2929.316507 42.987485
12125.23 2889.747912 42.373025
12136.21 2793.548660 41.858170
12147.18 2675.288146 40.645264
12158.16 2631.596193 40.315794
12169.13 2718.011427 41.055176
12180.11 2708.984762 41.013989
12191.08 2665.804871 40.213954
12202.06 2765.022972 41.340576
12213.03 3021.969217 43.378394
12224.01 2829.591905 41.636743
12234.98 2694.598568 40.568493
12245.96 2710.408314 40.806037
12256.93 2757.798695 41.047567
12267.91 2836.650168 41.537279
12278.88 2807.671730 41.224542
12289.86 2677.196581 40.325821
12300.83 2736.899374 40.826143
12311.81 2717.275468 40.709502
12322.78 2638.946198 40.012084
12333.76 2692.388459 40.616873
12344.73 2736.340658 40.841249
12355.71 2916.533016 42.210476
12366.68 3275.698144 45.560158
12377.66 2994.336407 43.128757
12388.63 2828.886379 41.609164
12399.61 2676.069161 40.343375
12410.58 2761.535599 40.900260
12421.56 3027.769447 43.225673
12432.53 2964.911957 42.657484
12443.51 2823.908682 41.271560
12454.48 2739.202549 40.520901
12465.46 2715.412208 40.583271
12476.43 2653.412370 39.827135
12487.41 2656.092373 39.794482
12498.39 2703.284397 39.889009
12509.36 2735.265891 40.167796
12520.34 2836.843557 41.066687
12531.31 3011.764089 42.787637
12542.29 2820.313872 41.010028
12553.26 2678.562472 39.888120
12564.24 2746.477265 40.590335
12575.21 2785.599744 41.111612
12586.19 2950.679118 41.829161
12597.16 2877.706883 41.433576
12608.14 2734.537246 40.330521
12619.11 2748.226549 40.535650
12630.09 2760.070665 40.453914
12641.06 2715.288915 40.035883
12652.04 2811.340705 40.961172
12663.01 2701.046169 39.899862
12673.99 2864.368064 41.236421
12684.96 3267.178899 44.155579
12695.94 3675.492168 47.980315
12706.91 3242.639859 44.187164
12717.89 2833.774204 41.105406
12728.86 2752.076484 40.375770
12739.84 2961.914237 42.179452
12750.81 3566.812926 46.558613
12761.79 3901.393785 49.292635
12772.76 3219.466414 44.196241
12783.74 2840.269130 41.017995
12794.71 2819.840485 40.829144
12805.69 2737.629195 40.139750
12816.66 2715.139117 39.680281
12827.64 2767.506724 40.215670
12838.61 2751.002887 40.212101
12849.59 2857.291766 40.892443
12860.57 3110.265548 43.074744
12871.54 3169.908268 43.692411
12882.52 2875.916611 41.423762
12893.49 2782.444427 40.311704
12904.47 2727.049628 39.986606
12915.44 2723.591419 39.942402
12926.42 2934.761429 41.593327
12937.39 3062.805170 42.592565
12948.37 2848.783810 40.767337
12959.34 2695.250938 39.410192
12970.32 2620.034338 38.852532
12981.29 2729.754935 39.590651
12992.27 2682.698657 39.267434
13003.24 2664.893668 39.326416
13014.22 2673.238767 39.496702
13025.19 2702.431527 39.571744
13036.17 2896.454362 41.159677
13047.14 3101.364021 42.703224
13058.12 2952.984819 41.747204
13069.09 2719.737131 39.542751
13080.07 2747.593807 40.043941
13091.04 2654.915905 38.978861
13102.02 2803.543035 40.130121
13112.99 3132.694741 42.783755
13123.97 3105.208272 42.438214
13134.94 2823.460074 40.237019
13145.92 2735.936227 39.815090
13156.89 2734.626724 39.352180
13167.87 2701.800028 39.279931
13178.84 2693.544626 39.253381
13189.82 2607.674653 38.688053
13200.79 2663.714150 38.955647
13211.77 2743.597950 39.662594
13222.75 2945.685381 41.245183
13233.72 3383.702658 44.684151
13244.70 3245.804928 43.515610
13255.67 2797.061425 40.191350
13266.65 2712.096940 39.378389
13277.62 2678.054566 39.232179
13288.60 2713.459572 39.267645
13299.57 3024.889233 42.018122
13310.55 3234.848002 43.523666
13321.52 3008.098882 41.757813
13332.50 2647.557118 38.857165
13343.47 2627.910347 38.758765
13354.45 2681.761649 39.060838
13365.42 2660.539357 38.885935
13376.40 2634.342435 38.537460
13387.37 2629.276288 38.857657
13398.35 2672.179329 39.189703
13409.32 2622.865388 38.341841
13420.30 2754.946894 39.467515
13431.27 3027.001935 42.016156
13442.25 2894.073202 40.817244
13453.22 2777.525786 39.734484
13464.20 2678.558308 39.051985
13475.17 2719.523591 39.410486
13486.15 2722.644069 39.517305
13497.12 3329.876730 44.228355
13508.10 4115.495803 49.830299
