HRD Diffraction Histogram for 177-degree bank, RUN0000078
The original intensities and sigmas have been multiplied by 10000
TOF INT ERR
8086.37 2861.831855 73.495025
8097.35 2850.846998 72.702341
8108.33 2741.978917 71.007518
8119.30 2758.274914 71.032517
8130.28 2797.671309 71.931557
8141.25 2804.777728 70.680839
8152.23 2810.528957 71.016115
8163.20 2828.099828 70.929676
8174.18 2871.164212 71.563415
8185.15 2720.920093 68.601704
8196.13 2769.168092 69.324155
8207.10 2662.851634 67.192935
8218.08 2638.647796 66.895121
8229.05 2687.356420 67.507494
8240.03 2783.161099 68.754511
8251.00 2823.633554 68.756500
8261.98 2781.706288 68.792522
8272.95 2792.157752 68.247753
8283.93 2838.074082 68.970328
8294.90 2866.422631 68.855401
8305.88 2749.334612 66.672581
8316.85 2838.628332 68.552377
8327.83 2775.439735 66.745022
8338.80 2765.009569 66.726929
8349.78 2771.730501 66.464977
8360.75 2802.752649 66.815788
8371.73 2937.764250 68.132535
8382.70 2742.365940 64.807733
8393.68 2749.943300 65.548877
8404.65 2885.982013 67.678711
8415.63 2831.429035 65.503932
8426.60 2850.655431 66.433793
8437.58 2825.644047 65.474105
8448.55 2841.376082 65.496286
8459.53 2914.613379 66.535685
8470.51 2810.742379 64.473725
8481.48 2713.218337 63.315422
8492.46 2789.295606 64.295615
8503.43 2755.651268 62.958013
8514.41 2685.724935 62.437392
8525.38 2847.732162 64.863222
8536.36 2790.803006 62.941336
8547.33 2850.343130 63.603570
8558.31 2769.997649 62.741605
8569.28 2798.231013 62.657150
8580.26 2719.885406 61.295151
8591.23 2801.923516 62.111705
8602.21 2827.512234 63.167743
8613.18 2898.081336 64.235198
8624.16 2941.153125 64.117834
8635.13 2865.262020 63.292196
8646.11 2687.329079 60.165250
8657.08 2797.336252 61.447891
8668.06 2822.024083 61.882612
8679.03 2800.522559 60.979822
8690.01 2804.790764 60.730970
8700.98 2761.081587 59.907675
8711.96 2783.315829 59.996407
8722.93 2654.503955 58.820340
8733.91 2772.450743 60.102175
8744.88 2744.585764 59.722339
8755.86 2749.491606 59.424840
8766.83 2791.433080 59.676150
8777.81 2778.593353 59.916711
8788.78 2739.456753 58.652225
