# pixelID  x  y  z
105100001 -0.76631 -0.29800 -2.00000
105100002 -0.76631 -0.29400 -2.00000
105100003 -0.76631 -0.29000 -2.00000
105100004 -0.76631 -0.28600 -2.00000
105100005 -0.76631 -0.28200 -2.00000
105100006 -0.76631 -0.27800 -2.00000
105100007 -0.76631 -0.27400 -2.00000
105100008 -0.76631 -0.27000 -2.00000
105100009 -0.76631 -0.26600 -2.00000
105100010 -0.76631 -0.26200 -2.00000
105100011 -0.76631 -0.25800 -2.00000
105100012 -0.76631 -0.25400 -2.00000
105100013 -0.76631 -0.25000 -2.00000
105100014 -0.76631 -0.24600 -2.00000
105100015 -0.76631 -0.24200 -2.00000
105100016 -0.76631 -0.23800 -2.00000
105100017 -0.76631 -0.23400 -2.00000
105100018 -0.76631 -0.23000 -2.00000
105100019 -0.76631 -0.22600 -2.00000
105100020 -0.76631 -0.22200 -2.00000
105100021 -0.76631 -0.21800 -2.00000
105100022 -0.76631 -0.21400 -2.00000
105100023 -0.76631 -0.21000 -2.00000
105100024 -0.76631 -0.20600 -2.00000
105100025 -0.76631 -0.20200 -2.00000
105100026 -0.76631 -0.19800 -2.00000
105100027 -0.76631 -0.19400 -2.00000
105100028 -0.76631 -0.19000 -2.00000
105100029 -0.76631 -0.18600 -2.00000
105100030 -0.76631 -0.18200 -2.00000
105100031 -0.76631 -0.17800 -2.00000
105100032 -0.76631 -0.17400 -2.00000
105100033 -0.76631 -0.17000 -2.00000
105100034 -0.76631 -0.16600 -2.00000
105100035 -0.76631 -0.16200 -2.00000
105100036 -0.76631 -0.15800 -2.00000
105100037 -0.76631 -0.15400 -2.00000
105100038 -0.76631 -0.15000 -2.00000
105100039 -0.76631 -0.14600 -2.00000
105100040 -0.76631 -0.14200 -2.00000
105100041 -0.76631 -0.13800 -2.00000
105100042 -0.76631 -0.13400 -2.00000
105100043 -0.76631 -0.13000 -2.00000
105100044 -0.76631 -0.12600 -2.00000
105100045 -0.76631 -0.12200 -2.00000
105100046 -0.76631 -0.11800 -2.00000
105100047 -0.76631 -0.11400 -2.00000
105100048 -0.76631 -0.11000 -2.00000
105100049 -0.76631 -0.10600 -2.00000
105100050 -0.76631 -0.10200 -2.00000
105100051 -0.76631 -0.09800 -2.00000
105100052 -0.76631 -0.09400 -2.00000
105100053 -0.76631 -0.09000 -2.00000
105100054 -0.76631 -0.08600 -2.00000
105100055 -0.76631 -0.08200 -2.00000
105100056 -0.76631 -0.07800 -2.00000
105100057 -0.76631 -0.07400 -2.00000
105100058 -0.76631 -0.07000 -2.00000
105100059 -0.76631 -0.06600 -2.00000
105100060 -0.76631 -0.06200 -2.00000
105100061 -0.76631 -0.05800 -2.00000
105100062 -0.76631 -0.05400 -2.00000
105100063 -0.76631 -0.05000 -2.00000
105100064 -0.76631 -0.04600 -2.00000
105100065 -0.76631 -0.04200 -2.00000
105100066 -0.76631 -0.03800 -2.00000
105100067 -0.76631 -0.03400 -2.00000
105100068 -0.76631 -0.03000 -2.00000
105100069 -0.76631 -0.02600 -2.00000
105100070 -0.76631 -0.02200 -2.00000
105100071 -0.76631 -0.01800 -2.00000
105100072 -0.76631 -0.01400 -2.00000
105100073 -0.76631 -0.01000 -2.00000
105100074 -0.76631 -0.00600 -2.00000
105100075 -0.76631 -0.00200 -2.00000
105100076 -0.76631 0.00200 -2.00000
105100077 -0.76631 0.00600 -2.00000
105100078 -0.76631 0.01000 -2.00000
105100079 -0.76631 0.01400 -2.00000
105100080 -0.76631 0.01800 -2.00000
105100081 -0.76631 0.02200 -2.00000
105100082 -0.76631 0.02600 -2.00000
105100083 -0.76631 0.03000 -2.00000
105100084 -0.76631 0.03400 -2.00000
105100085 -0.76631 0.03800 -2.00000
105100086 -0.76631 0.04200 -2.00000
105100087 -0.76631 0.04600 -2.00000
105100088 -0.76631 0.05000 -2.00000
105100089 -0.76631 0.05400 -2.00000
105100090 -0.76631 0.05800 -2.00000
105100091 -0.76631 0.06200 -2.00000
105100092 -0.76631 0.06600 -2.00000
105100093 -0.76631 0.07000 -2.00000
105100094 -0.76631 0.07400 -2.00000
105100095 -0.76631 0.07800 -2.00000
105100096 -0.76631 0.08200 -2.00000
105100097 -0.76631 0.08600 -2.00000
105100098 -0.76631 0.09000 -2.00000
105100099 -0.76631 0.09400 -2.00000
105100100 -0.76631 0.09800 -2.00000
105100101 -0.76631 0.10200 -2.00000
105100102 -0.76631 0.10600 -2.00000
105100103 -0.76631 0.11000 -2.00000
105100104 -0.76631 0.11400 -2.00000
105100105 -0.76631 0.11800 -2.00000
105100106 -0.76631 0.12200 -2.00000
105100107 -0.76631 0.12600 -2.00000
105100108 -0.76631 0.13000 -2.00000
105100109 -0.76631 0.13400 -2.00000
105100110 -0.76631 0.13800 -2.00000
105100111 -0.76631 0.14200 -2.00000
105100112 -0.76631 0.14600 -2.00000
105100113 -0.76631 0.15000 -2.00000
105100114 -0.76631 0.15400 -2.00000
105100115 -0.76631 0.15800 -2.00000
105100116 -0.76631 0.16200 -2.00000
105100117 -0.76631 0.16600 -2.00000
105100118 -0.76631 0.17000 -2.00000
105100119 -0.76631 0.17400 -2.00000
105100120 -0.76631 0.17800 -2.00000
105100121 -0.76631 0.18200 -2.00000
105100122 -0.76631 0.18600 -2.00000
105100123 -0.76631 0.19000 -2.00000
105100124 -0.76631 0.19400 -2.00000
105100125 -0.76631 0.19800 -2.00000
105100126 -0.76631 0.20200 -2.00000
105100127 -0.76631 0.20600 -2.00000
105100128 -0.76631 0.21000 -2.00000
105100129 -0.76631 0.21400 -2.00000
105100130 -0.76631 0.21800 -2.00000
105100131 -0.76631 0.22200 -2.00000
105100132 -0.76631 0.22600 -2.00000
105100133 -0.76631 0.23000 -2.00000
105100134 -0.76631 0.23400 -2.00000
105100135 -0.76631 0.23800 -2.00000
105100136 -0.76631 0.24200 -2.00000
105100137 -0.76631 0.24600 -2.00000
105100138 -0.76631 0.25000 -2.00000
105100139 -0.76631 0.25400 -2.00000
105100140 -0.76631 0.25800 -2.00000
105100141 -0.76631 0.26200 -2.00000
105100142 -0.76631 0.26600 -2.00000
105100143 -0.76631 0.27000 -2.00000
105100144 -0.76631 0.27400 -2.00000
105100145 -0.76631 0.27800 -2.00000
105100146 -0.76631 0.28200 -2.00000
105100147 -0.76631 0.28600 -2.00000
105100148 -0.76631 0.29000 -2.00000
105100149 -0.76631 0.29400 -2.00000
105100150 -0.76631 0.29800 -2.00000
105100151 -0.75781 -0.29800 -2.00000
105100152 -0.75781 -0.29400 -2.00000
105100153 -0.75781 -0.29000 -2.00000
105100154 -0.75781 -0.28600 -2.00000
105100155 -0.75781 -0.28200 -2.00000
105100156 -0.75781 -0.27800 -2.00000
105100157 -0.75781 -0.27400 -2.00000
105100158 -0.75781 -0.27000 -2.00000
105100159 -0.75781 -0.26600 -2.00000
105100160 -0.75781 -0.26200 -2.00000
105100161 -0.75781 -0.25800 -2.00000
105100162 -0.75781 -0.25400 -2.00000
105100163 -0.75781 -0.25000 -2.00000
105100164 -0.75781 -0.24600 -2.00000
105100165 -0.75781 -0.24200 -2.00000
105100166 -0.75781 -0.23800 -2.00000
105100167 -0.75781 -0.23400 -2.00000
105100168 -0.75781 -0.23000 -2.00000
105100169 -0.75781 -0.22600 -2.00000
105100170 -0.75781 -0.22200 -2.00000
105100171 -0.75781 -0.21800 -2.00000
105100172 -0.75781 -0.21400 -2.00000
105100173 -0.75781 -0.21000 -2.00000
105100174 -0.75781 -0.20600 -2.00000
105100175 -0.75781 -0.20200 -2.00000
105100176 -0.75781 -0.19800 -2.00000
105100177 -0.75781 -0.19400 -2.00000
105100178 -0.75781 -0.19000 -2.00000
105100179 -0.75781 -0.18600 -2.00000
105100180 -0.75781 -0.18200 -2.00000
105100181 -0.75781 -0.17800 -2.00000
105100182 -0.75781 -0.17400 -2.00000
105100183 -0.75781 -0.17000 -2.00000
105100184 -0.75781 -0.16600 -2.00000
105100185 -0.75781 -0.16200 -2.00000
105100186 -0.75781 -0.15800 -2.00000
105100187 -0.75781 -0.15400 -2.00000
105100188 -0.75781 -0.15000 -2.00000
105100189 -0.75781 -0.14600 -2.00000
105100190 -0.75781 -0.14200 -2.00000
105100191 -0.75781 -0.13800 -2.00000
105100192 -0.75781 -0.13400 -2.00000
105100193 -0.75781 -0.13000 -2.00000
105100194 -0.75781 -0.12600 -2.00000
105100195 -0.75781 -0.12200 -2.00000
105100196 -0.75781 -0.11800 -2.00000
105100197 -0.75781 -0.11400 -2.00000
105100198 -0.75781 -0.11000 -2.00000
105100199 -0.75781 -0.10600 -2.00000
105100200 -0.75781 -0.10200 -2.00000
105100201 -0.75781 -0.09800 -2.00000
105100202 -0.75781 -0.09400 -2.00000
105100203 -0.75781 -0.09000 -2.00000
105100204 -0.75781 -0.08600 -2.00000
105100205 -0.75781 -0.08200 -2.00000
105100206 -0.75781 -0.07800 -2.00000
105100207 -0.75781 -0.07400 -2.00000
105100208 -0.75781 -0.07000 -2.00000
105100209 -0.75781 -0.06600 -2.00000
105100210 -0.75781 -0.06200 -2.00000
105100211 -0.75781 -0.05800 -2.00000
105100212 -0.75781 -0.05400 -2.00000
105100213 -0.75781 -0.05000 -2.00000
105100214 -0.75781 -0.04600 -2.00000
105100215 -0.75781 -0.04200 -2.00000
105100216 -0.75781 -0.03800 -2.00000
105100217 -0.75781 -0.03400 -2.00000
105100218 -0.75781 -0.03000 -2.00000
105100219 -0.75781 -0.02600 -2.00000
105100220 -0.75781 -0.02200 -2.00000
105100221 -0.75781 -0.01800 -2.00000
105100222 -0.75781 -0.01400 -2.00000
105100223 -0.75781 -0.01000 -2.00000
105100224 -0.75781 -0.00600 -2.00000
105100225 -0.75781 -0.00200 -2.00000
105100226 -0.75781 0.00200 -2.00000
105100227 -0.75781 0.00600 -2.00000
105100228 -0.75781 0.01000 -2.00000
105100229 -0.75781 0.01400 -2.00000
105100230 -0.75781 0.01800 -2.00000
105100231 -0.75781 0.02200 -2.00000
105100232 -0.75781 0.02600 -2.00000
105100233 -0.75781 0.03000 -2.00000
105100234 -0.75781 0.03400 -2.00000
105100235 -0.75781 0.03800 -2.00000
105100236 -0.75781 0.04200 -2.00000
105100237 -0.75781 0.04600 -2.00000
105100238 -0.75781 0.05000 -2.00000
105100239 -0.75781 0.05400 -2.00000
105100240 -0.75781 0.05800 -2.00000
105100241 -0.75781 0.06200 -2.00000
105100242 -0.75781 0.06600 -2.00000
105100243 -0.75781 0.07000 -2.00000
105100244 -0.75781 0.07400 -2.00000
105100245 -0.75781 0.07800 -2.00000
105100246 -0.75781 0.08200 -2.00000
105100247 -0.75781 0.08600 -2.00000
105100248 -0.75781 0.09000 -2.00000
105100249 -0.75781 0.09400 -2.00000
105100250 -0.75781 0.09800 -2.00000
105100251 -0.75781 0.10200 -2.00000
105100252 -0.75781 0.10600 -2.00000
105100253 -0.75781 0.11000 -2.00000
105100254 -0.75781 0.11400 -2.00000
105100255 -0.75781 0.11800 -2.00000
105100256 -0.75781 0.12200 -2.00000
105100257 -0.75781 0.12600 -2.00000
105100258 -0.75781 0.13000 -2.00000
105100259 -0.75781 0.13400 -2.00000
105100260 -0.75781 0.13800 -2.00000
105100261 -0.75781 0.14200 -2.00000
105100262 -0.75781 0.14600 -2.00000
105100263 -0.75781 0.15000 -2.00000
105100264 -0.75781 0.15400 -2.00000
105100265 -0.75781 0.15800 -2.00000
105100266 -0.75781 0.16200 -2.00000
105100267 -0.75781 0.16600 -2.00000
105100268 -0.75781 0.17000 -2.00000
105100269 -0.75781 0.17400 -2.00000
105100270 -0.75781 0.17800 -2.00000
105100271 -0.75781 0.18200 -2.00000
105100272 -0.75781 0.18600 -2.00000
105100273 -0.75781 0.19000 -2.00000
105100274 -0.75781 0.19400 -2.00000
105100275 -0.75781 0.19800 -2.00000
105100276 -0.75781 0.20200 -2.00000
105100277 -0.75781 0.20600 -2.00000
105100278 -0.75781 0.21000 -2.00000
105100279 -0.75781 0.21400 -2.00000
105100280 -0.75781 0.21800 -2.00000
105100281 -0.75781 0.22200 -2.00000
105100282 -0.75781 0.22600 -2.00000
105100283 -0.75781 0.23000 -2.00000
105100284 -0.75781 0.23400 -2.00000
105100285 -0.75781 0.23800 -2.00000
105100286 -0.75781 0.24200 -2.00000
105100287 -0.75781 0.24600 -2.00000
105100288 -0.75781 0.25000 -2.00000
105100289 -0.75781 0.25400 -2.00000
105100290 -0.75781 0.25800 -2.00000
105100291 -0.75781 0.26200 -2.00000
105100292 -0.75781 0.26600 -2.00000
105100293 -0.75781 0.27000 -2.00000
105100294 -0.75781 0.27400 -2.00000
105100295 -0.75781 0.27800 -2.00000
105100296 -0.75781 0.28200 -2.00000
105100297 -0.75781 0.28600 -2.00000
105100298 -0.75781 0.29000 -2.00000
105100299 -0.75781 0.29400 -2.00000
105100300 -0.75781 0.29800 -2.00000
105100301 -0.74931 -0.29800 -2.00000
105100302 -0.74931 -0.29400 -2.00000
105100303 -0.74931 -0.29000 -2.00000
105100304 -0.74931 -0.28600 -2.00000
105100305 -0.74931 -0.28200 -2.00000
105100306 -0.74931 -0.27800 -2.00000
105100307 -0.74931 -0.27400 -2.00000
105100308 -0.74931 -0.27000 -2.00000
105100309 -0.74931 -0.26600 -2.00000
105100310 -0.74931 -0.26200 -2.00000
105100311 -0.74931 -0.25800 -2.00000
105100312 -0.74931 -0.25400 -2.00000
105100313 -0.74931 -0.25000 -2.00000
105100314 -0.74931 -0.24600 -2.00000
105100315 -0.74931 -0.24200 -2.00000
105100316 -0.74931 -0.23800 -2.00000
105100317 -0.74931 -0.23400 -2.00000
105100318 -0.74931 -0.23000 -2.00000
105100319 -0.74931 -0.22600 -2.00000
105100320 -0.74931 -0.22200 -2.00000
105100321 -0.74931 -0.21800 -2.00000
105100322 -0.74931 -0.21400 -2.00000
105100323 -0.74931 -0.21000 -2.00000
105100324 -0.74931 -0.20600 -2.00000
105100325 -0.74931 -0.20200 -2.00000
105100326 -0.74931 -0.19800 -2.00000
105100327 -0.74931 -0.19400 -2.00000
105100328 -0.74931 -0.19000 -2.00000
105100329 -0.74931 -0.18600 -2.00000
105100330 -0.74931 -0.18200 -2.00000
105100331 -0.74931 -0.17800 -2.00000
105100332 -0.74931 -0.17400 -2.00000
105100333 -0.74931 -0.17000 -2.00000
105100334 -0.74931 -0.16600 -2.00000
105100335 -0.74931 -0.16200 -2.00000
105100336 -0.74931 -0.15800 -2.00000
105100337 -0.74931 -0.15400 -2.00000
105100338 -0.74931 -0.15000 -2.00000
105100339 -0.74931 -0.14600 -2.00000
105100340 -0.74931 -0.14200 -2.00000
105100341 -0.74931 -0.13800 -2.00000
105100342 -0.74931 -0.13400 -2.00000
105100343 -0.74931 -0.13000 -2.00000
105100344 -0.74931 -0.12600 -2.00000
105100345 -0.74931 -0.12200 -2.00000
