# pixelID  x  y  z
114060001 0.86498 -0.10225 -1.03963
114060002 0.86685 -0.10225 -1.03609
114060003 0.86871 -0.10225 -1.03255
114060004 0.87058 -0.10225 -1.02901
114060005 0.87244 -0.10225 -1.02548
114060006 0.87431 -0.10225 -1.02194
114060007 0.87617 -0.10225 -1.01840
114060008 0.87804 -0.10225 -1.01486
114060009 0.87991 -0.10225 -1.01132
114060010 0.88177 -0.10225 -1.00778
114060011 0.88364 -0.10225 -1.00425
114060012 0.88550 -0.10225 -1.00071
114060013 0.88737 -0.10225 -0.99717
114060014 0.88923 -0.10225 -0.99363
114060015 0.89110 -0.10225 -0.99009
114060016 0.89296 -0.10225 -0.98655
114060017 0.89483 -0.10225 -0.98302
114060018 0.89669 -0.10225 -0.97948
114060019 0.89856 -0.10225 -0.97594
114060020 0.90043 -0.10225 -0.97240
114060021 0.90229 -0.10225 -0.96886
114060022 0.90416 -0.10225 -0.96532
114060023 0.90602 -0.10225 -0.96179
114060024 0.90789 -0.10225 -0.95825
114060025 0.90975 -0.10225 -0.95471
114060026 0.91162 -0.10225 -0.95117
114060027 0.91348 -0.10225 -0.94763
114060028 0.91535 -0.10225 -0.94409
114060029 0.91721 -0.10225 -0.94056
114060030 0.91908 -0.10225 -0.93702
114060031 0.92094 -0.10225 -0.93348
114060032 0.92281 -0.10225 -0.92994
114060033 0.92468 -0.10225 -0.92640
114060034 0.92654 -0.10225 -0.92286
114060035 0.92841 -0.10225 -0.91932
114060036 0.93027 -0.10225 -0.91579
114060037 0.93214 -0.10225 -0.91225
114060038 0.93400 -0.10225 -0.90871
114060039 0.93587 -0.10225 -0.90517
114060040 0.93773 -0.10225 -0.90163
114060041 0.93960 -0.10225 -0.89809
114060042 0.94146 -0.10225 -0.89456
114060043 0.94333 -0.10225 -0.89102
114060044 0.94520 -0.10225 -0.88748
114060045 0.94706 -0.10225 -0.88394
114060046 0.94893 -0.10225 -0.88040
114060047 0.95079 -0.10225 -0.87686
114060048 0.95266 -0.10225 -0.87333
114060049 0.95452 -0.10225 -0.86979
114060050 0.95639 -0.10225 -0.86625
114060051 0.95825 -0.10225 -0.86271
114060052 0.96012 -0.10225 -0.85917
114060053 0.96198 -0.10225 -0.85563
114060054 0.96385 -0.10225 -0.85210
114060055 0.96571 -0.10225 -0.84856
114060056 0.96758 -0.10225 -0.84502
114060057 0.96945 -0.10225 -0.84148
114060058 0.97131 -0.10225 -0.83794
114060059 0.97318 -0.10225 -0.83440
114060060 0.97504 -0.10225 -0.83087
114060061 0.97691 -0.10225 -0.82733
114060062 0.97877 -0.10225 -0.82379
114060063 0.98064 -0.10225 -0.82025
114060064 0.98250 -0.10225 -0.81671
114060065 0.98437 -0.10225 -0.81317
114060066 0.98623 -0.10225 -0.80963
114060067 0.98810 -0.10225 -0.80610
114060068 0.98997 -0.10225 -0.80256
114060069 0.99183 -0.10225 -0.79902
114060070 0.99370 -0.10225 -0.79548
114060071 0.99556 -0.10225 -0.79194
114060072 0.99743 -0.10225 -0.78840
114060073 0.99929 -0.10225 -0.78487
114060074 1.00116 -0.10225 -0.78133
114060075 1.00302 -0.10225 -0.77779
114060076 1.00489 -0.10225 -0.77425
114060077 1.00675 -0.10225 -0.77071
114060078 1.00862 -0.10225 -0.76717
114060079 1.01048 -0.10225 -0.76364
114060080 1.01235 -0.10225 -0.76010
114060081 1.01422 -0.10225 -0.75656
114060082 1.01608 -0.10225 -0.75302
114060083 1.01795 -0.10225 -0.74948
114060084 1.01981 -0.10225 -0.74594
114060085 1.02168 -0.10225 -0.74241
114060086 1.02354 -0.10225 -0.73887
114060087 1.02541 -0.10225 -0.73533
114060088 1.02727 -0.10225 -0.73179
114060089 1.02914 -0.10225 -0.72825
114060090 1.03100 -0.10225 -0.72471
114060091 1.03287 -0.10225 -0.72117
114060092 1.03474 -0.10225 -0.71764
114060093 1.03660 -0.10225 -0.71410
114060094 1.03847 -0.10225 -0.71056
114060095 1.04033 -0.10225 -0.70702
114060096 1.04220 -0.10225 -0.70348
114060097 1.04406 -0.10225 -0.69994
114060098 1.04593 -0.10225 -0.69641
114060099 1.04779 -0.10225 -0.69287
114060100 1.04966 -0.10225 -0.68933
114060101 1.05152 -0.10225 -0.68579
114060102 1.05339 -0.10225 -0.68225
114060103 1.05526 -0.10225 -0.67871
114060104 1.05712 -0.10225 -0.67518
114060105 1.05899 -0.10225 -0.67164
114060106 1.06085 -0.10225 -0.66810
114060107 1.06272 -0.10225 -0.66456
114060108 1.06458 -0.10225 -0.66102
114060109 1.06645 -0.10225 -0.65748
114060110 1.06831 -0.10225 -0.65395
114060111 1.07018 -0.10225 -0.65041
114060112 1.07204 -0.10225 -0.64687
114060113 1.07391 -0.10225 -0.64333
114060114 1.07577 -0.10225 -0.63979
114060115 1.07764 -0.10225 -0.63625
114060116 1.07951 -0.10225 -0.63272
114060117 1.08137 -0.10225 -0.62918
114060118 1.08324 -0.10225 -0.62564
114060119 1.08510 -0.10225 -0.62210
114060120 1.08697 -0.10225 -0.61856
114060121 1.08883 -0.10225 -0.61502
114060122 1.09070 -0.10225 -0.61148
114060123 1.09256 -0.10225 -0.60795
114060124 1.09443 -0.10225 -0.60441
114060125 1.09629 -0.10225 -0.60087
114060126 1.09816 -0.10225 -0.59733
114060127 1.10003 -0.10225 -0.59379
114060128 1.10189 -0.10225 -0.59025
114060129 1.10376 -0.10225 -0.58672
114060130 1.10562 -0.10225 -0.58318
114060131 1.10749 -0.10225 -0.57964
114060132 1.10935 -0.10225 -0.57610
114060133 1.11122 -0.10225 -0.57256
114060134 1.11308 -0.10225 -0.56902
114060135 1.11495 -0.10225 -0.56549
114060136 1.11681 -0.10225 -0.56195
114060137 1.11868 -0.10225 -0.55841
114060138 1.12054 -0.10225 -0.55487
114060139 1.12241 -0.10225 -0.55133
114060140 1.12428 -0.10225 -0.54779
114060141 1.12614 -0.10225 -0.54426
114060142 1.12801 -0.10225 -0.54072
114060143 1.12987 -0.10225 -0.53718
114060144 1.13174 -0.10225 -0.53364
114060145 1.13360 -0.10225 -0.53010
114060146 1.13547 -0.10225 -0.52656
114060147 1.13733 -0.10225 -0.52303
114060148 1.13920 -0.10225 -0.51949
114060149 1.14106 -0.10225 -0.51595
114060150 1.14293 -0.10225 -0.51241
114060151 0.86498 -0.08875 -1.03963
114060152 0.86685 -0.08875 -1.03609
114060153 0.86871 -0.08875 -1.03255
114060154 0.87058 -0.08875 -1.02901
114060155 0.87244 -0.08875 -1.02548
114060156 0.87431 -0.08875 -1.02194
114060157 0.87617 -0.08875 -1.01840
114060158 0.87804 -0.08875 -1.01486
114060159 0.87991 -0.08875 -1.01132
114060160 0.88177 -0.08875 -1.00778
114060161 0.88364 -0.08875 -1.00425
114060162 0.88550 -0.08875 -1.00071
114060163 0.88737 -0.08875 -0.99717
114060164 0.88923 -0.08875 -0.99363
114060165 0.89110 -0.08875 -0.99009
114060166 0.89296 -0.08875 -0.98655
114060167 0.89483 -0.08875 -0.98302
114060168 0.89669 -0.08875 -0.97948
114060169 0.89856 -0.08875 -0.97594
114060170 0.90043 -0.08875 -0.97240
114060171 0.90229 -0.08875 -0.96886
114060172 0.90416 -0.08875 -0.96532
114060173 0.90602 -0.08875 -0.96179
114060174 0.90789 -0.08875 -0.95825
114060175 0.90975 -0.08875 -0.95471
114060176 0.91162 -0.08875 -0.95117
114060177 0.91348 -0.08875 -0.94763
114060178 0.91535 -0.08875 -0.94409
114060179 0.91721 -0.08875 -0.94056
114060180 0.91908 -0.08875 -0.93702
114060181 0.92094 -0.08875 -0.93348
114060182 0.92281 -0.08875 -0.92994
114060183 0.92468 -0.08875 -0.92640
114060184 0.92654 -0.08875 -0.92286
114060185 0.92841 -0.08875 -0.91932
114060186 0.93027 -0.08875 -0.91579
114060187 0.93214 -0.08875 -0.91225
114060188 0.93400 -0.08875 -0.90871
114060189 0.93587 -0.08875 -0.90517
114060190 0.93773 -0.08875 -0.90163
114060191 0.93960 -0.08875 -0.89809
114060192 0.94146 -0.08875 -0.89456
114060193 0.94333 -0.08875 -0.89102
114060194 0.94520 -0.08875 -0.88748
114060195 0.94706 -0.08875 -0.88394
114060196 0.94893 -0.08875 -0.88040
114060197 0.95079 -0.08875 -0.87686
114060198 0.95266 -0.08875 -0.87333
114060199 0.95452 -0.08875 -0.86979
114060200 0.95639 -0.08875 -0.86625
114060201 0.95825 -0.08875 -0.86271
114060202 0.96012 -0.08875 -0.85917
114060203 0.96198 -0.08875 -0.85563
114060204 0.96385 -0.08875 -0.85210
114060205 0.96571 -0.08875 -0.84856
114060206 0.96758 -0.08875 -0.84502
114060207 0.96945 -0.08875 -0.84148
114060208 0.97131 -0.08875 -0.83794
114060209 0.97318 -0.08875 -0.83440
114060210 0.97504 -0.08875 -0.83087
114060211 0.97691 -0.08875 -0.82733
114060212 0.97877 -0.08875 -0.82379
114060213 0.98064 -0.08875 -0.82025
114060214 0.98250 -0.08875 -0.81671
114060215 0.98437 -0.08875 -0.81317
114060216 0.98623 -0.08875 -0.80963
114060217 0.98810 -0.08875 -0.80610
114060218 0.98997 -0.08875 -0.80256
114060219 0.99183 -0.08875 -0.79902
114060220 0.99370 -0.08875 -0.79548
114060221 0.99556 -0.08875 -0.79194
114060222 0.99743 -0.08875 -0.78840
114060223 0.99929 -0.08875 -0.78487
114060224 1.00116 -0.08875 -0.78133
114060225 1.00302 -0.08875 -0.77779
114060226 1.00489 -0.08875 -0.77425
114060227 1.00675 -0.08875 -0.77071
114060228 1.00862 -0.08875 -0.76717
114060229 1.01048 -0.08875 -0.76364
114060230 1.01235 -0.08875 -0.76010
114060231 1.01422 -0.08875 -0.75656
114060232 1.01608 -0.08875 -0.75302
114060233 1.01795 -0.08875 -0.74948
114060234 1.01981 -0.08875 -0.74594
114060235 1.02168 -0.08875 -0.74241
114060236 1.02354 -0.08875 -0.73887
114060237 1.02541 -0.08875 -0.73533
114060238 1.02727 -0.08875 -0.73179
114060239 1.02914 -0.08875 -0.72825
114060240 1.03100 -0.08875 -0.72471
114060241 1.03287 -0.08875 -0.72117
114060242 1.03474 -0.08875 -0.71764
114060243 1.03660 -0.08875 -0.71410
114060244 1.03847 -0.08875 -0.71056
114060245 1.04033 -0.08875 -0.70702
114060246 1.04220 -0.08875 -0.70348
114060247 1.04406 -0.08875 -0.69994
114060248 1.04593 -0.08875 -0.69641
114060249 1.04779 -0.08875 -0.69287
114060250 1.04966 -0.08875 -0.68933
114060251 1.05152 -0.08875 -0.68579
114060252 1.05339 -0.08875 -0.68225
114060253 1.05526 -0.08875 -0.67871
114060254 1.05712 -0.08875 -0.67518
114060255 1.05899 -0.08875 -0.67164
114060256 1.06085 -0.08875 -0.66810
114060257 1.06272 -0.08875 -0.66456
114060258 1.06458 -0.08875 -0.66102
114060259 1.06645 -0.08875 -0.65748
114060260 1.06831 -0.08875 -0.65395
114060261 1.07018 -0.08875 -0.65041
114060262 1.07204 -0.08875 -0.64687
114060263 1.07391 -0.08875 -0.64333
114060264 1.07577 -0.08875 -0.63979
114060265 1.07764 -0.08875 -0.63625
114060266 1.07951 -0.08875 -0.63272
114060267 1.08137 -0.08875 -0.62918
114060268 1.08324 -0.08875 -0.62564
114060269 1.08510 -0.08875 -0.62210
114060270 1.08697 -0.08875 -0.61856
114060271 1.08883 -0.08875 -0.61502
114060272 1.09070 -0.08875 -0.61148
114060273 1.09256 -0.08875 -0.60795
114060274 1.09443 -0.08875 -0.60441
114060275 1.09629 -0.08875 -0.60087
114060276 1.09816 -0.08875 -0.59733
114060277 1.10003 -0.08875 -0.59379
114060278 1.10189 -0.08875 -0.59025
114060279 1.10376 -0.08875 -0.58672
114060280 1.10562 -0.08875 -0.58318
114060281 1.10749 -0.08875 -0.57964
114060282 1.10935 -0.08875 -0.57610
114060283 1.11122 -0.08875 -0.57256
114060284 1.11308 -0.08875 -0.56902
114060285 1.11495 -0.08875 -0.56549
114060286 1.11681 -0.08875 -0.56195
114060287 1.11868 -0.08875 -0.55841
114060288 1.12054 -0.08875 -0.55487
114060289 1.12241 -0.08875 -0.55133
114060290 1.12428 -0.08875 -0.54779
114060291 1.12614 -0.08875 -0.54426
114060292 1.12801 -0.08875 -0.54072
114060293 1.12987 -0.08875 -0.53718
114060294 1.13174 -0.08875 -0.53364
114060295 1.13360 -0.08875 -0.53010
114060296 1.13547 -0.08875 -0.52656
114060297 1.13733 -0.08875 -0.52303
114060298 1.13920 -0.08875 -0.51949
114060299 1.14106 -0.08875 -0.51595
114060300 1.14293 -0.08875 -0.51241
114060301 0.86498 -0.07525 -1.03963
114060302 0.86685 -0.07525 -1.03609
114060303 0.86871 -0.07525 -1.03255
114060304 0.87058 -0.07525 -1.02901
114060305 0.87244 -0.07525 -1.02548
114060306 0.87431 -0.07525 -1.02194
114060307 0.87617 -0.07525 -1.01840
114060308 0.87804 -0.07525 -1.01486
114060309 0.87991 -0.07525 -1.01132
114060310 0.88177 -0.07525 -1.00778
114060311 0.88364 -0.07525 -1.00425
114060312 0.88550 -0.07525 -1.00071
114060313 0.88737 -0.07525 -0.99717
114060314 0.88923 -0.07525 -0.99363
114060315 0.89110 -0.07525 -0.99009
114060316 0.89296 -0.07525 -0.98655
114060317 0.89483 -0.07525 -0.98302
114060318 0.89669 -0.07525 -0.97948
114060319 0.89856 -0.07525 -0.97594
114060320 0.90043 -0.07525 -0.97240
114060321 0.90229 -0.07525 -0.96886
114060322 0.90416 -0.07525 -0.96532
114060323 0.90602 -0.07525 -0.96179
114060324 0.90789 -0.07525 -0.95825
114060325 0.90975 -0.07525 -0.95471
114060326 0.91162 -0.07525 -0.95117
114060327 0.91348 -0.07525 -0.94763
114060328 0.91535 -0.07525 -0.94409
114060329 0.91721 -0.07525 -0.94056
114060330 0.91908 -0.07525 -0.93702
114060331 0.92094 -0.07525 -0.93348
114060332 0.92281 -0.07525 -0.92994
114060333 0.92468 -0.07525 -0.92640
114060334 0.92654 -0.07525 -0.92286
114060335 0.92841 -0.07525 -0.91932
114060336 0.93027 -0.07525 -0.91579
114060337 0.93214 -0.07525 -0.91225
114060338 0.93400 -0.07525 -0.90871
114060339 0.93587 -0.07525 -0.90517
114060340 0.93773 -0.07525 -0.90163
114060341 0.93960 -0.07525 -0.89809
114060342 0.94146 -0.07525 -0.89456
114060343 0.94333 -0.07525 -0.89102
114060344 0.94520 -0.07525 -0.88748
114060345 0.94706 -0.07525 -0.88394
114060346 0.94893 -0.07525 -0.88040
114060347 0.95079 -0.07525 -0.87686
114060348 0.95266 -0.07525 -0.87333
114060349 0.95452 -0.07525 -0.86979
114060350 0.95639 -0.07525 -0.86625
114060351 0.95825 -0.07525 -0.86271
