# pixelID  x  y  z
113050001 1.20000 -0.21225 -0.29800
113050002 1.20000 -0.21225 -0.29400
113050003 1.20000 -0.21225 -0.29000
113050004 1.20000 -0.21225 -0.28600
113050005 1.20000 -0.21225 -0.28200
113050006 1.20000 -0.21225 -0.27800
113050007 1.20000 -0.21225 -0.27400
113050008 1.20000 -0.21225 -0.27000
113050009 1.20000 -0.21225 -0.26600
113050010 1.20000 -0.21225 -0.26200
113050011 1.20000 -0.21225 -0.25800
113050012 1.20000 -0.21225 -0.25400
113050013 1.20000 -0.21225 -0.25000
113050014 1.20000 -0.21225 -0.24600
113050015 1.20000 -0.21225 -0.24200
113050016 1.20000 -0.21225 -0.23800
113050017 1.20000 -0.21225 -0.23400
113050018 1.20000 -0.21225 -0.23000
113050019 1.20000 -0.21225 -0.22600
113050020 1.20000 -0.21225 -0.22200
113050021 1.20000 -0.21225 -0.21800
113050022 1.20000 -0.21225 -0.21400
113050023 1.20000 -0.21225 -0.21000
113050024 1.20000 -0.21225 -0.20600
113050025 1.20000 -0.21225 -0.20200
113050026 1.20000 -0.21225 -0.19800
113050027 1.20000 -0.21225 -0.19400
113050028 1.20000 -0.21225 -0.19000
113050029 1.20000 -0.21225 -0.18600
113050030 1.20000 -0.21225 -0.18200
113050031 1.20000 -0.21225 -0.17800
113050032 1.20000 -0.21225 -0.17400
113050033 1.20000 -0.21225 -0.17000
113050034 1.20000 -0.21225 -0.16600
113050035 1.20000 -0.21225 -0.16200
113050036 1.20000 -0.21225 -0.15800
113050037 1.20000 -0.21225 -0.15400
113050038 1.20000 -0.21225 -0.15000
113050039 1.20000 -0.21225 -0.14600
113050040 1.20000 -0.21225 -0.14200
113050041 1.20000 -0.21225 -0.13800
113050042 1.20000 -0.21225 -0.13400
113050043 1.20000 -0.21225 -0.13000
113050044 1.20000 -0.21225 -0.12600
113050045 1.20000 -0.21225 -0.12200
113050046 1.20000 -0.21225 -0.11800
113050047 1.20000 -0.21225 -0.11400
113050048 1.20000 -0.21225 -0.11000
113050049 1.20000 -0.21225 -0.10600
113050050 1.20000 -0.21225 -0.10200
113050051 1.20000 -0.21225 -0.09800
113050052 1.20000 -0.21225 -0.09400
113050053 1.20000 -0.21225 -0.09000
113050054 1.20000 -0.21225 -0.08600
113050055 1.20000 -0.21225 -0.08200
113050056 1.20000 -0.21225 -0.07800
113050057 1.20000 -0.21225 -0.07400
113050058 1.20000 -0.21225 -0.07000
113050059 1.20000 -0.21225 -0.06600
113050060 1.20000 -0.21225 -0.06200
113050061 1.20000 -0.21225 -0.05800
113050062 1.20000 -0.21225 -0.05400
113050063 1.20000 -0.21225 -0.05000
113050064 1.20000 -0.21225 -0.04600
113050065 1.20000 -0.21225 -0.04200
113050066 1.20000 -0.21225 -0.03800
113050067 1.20000 -0.21225 -0.03400
113050068 1.20000 -0.21225 -0.03000
113050069 1.20000 -0.21225 -0.02600
113050070 1.20000 -0.21225 -0.02200
113050071 1.20000 -0.21225 -0.01800
113050072 1.20000 -0.21225 -0.01400
113050073 1.20000 -0.21225 -0.01000
113050074 1.20000 -0.21225 -0.00600
113050075 1.20000 -0.21225 -0.00200
113050076 1.20000 -0.21225 0.00200
113050077 1.20000 -0.21225 0.00600
113050078 1.20000 -0.21225 0.01000
113050079 1.20000 -0.21225 0.01400
113050080 1.20000 -0.21225 0.01800
113050081 1.20000 -0.21225 0.02200
113050082 1.20000 -0.21225 0.02600
113050083 1.20000 -0.21225 0.03000
113050084 1.20000 -0.21225 0.03400
113050085 1.20000 -0.21225 0.03800
113050086 1.20000 -0.21225 0.04200
113050087 1.20000 -0.21225 0.04600
113050088 1.20000 -0.21225 0.05000
113050089 1.20000 -0.21225 0.05400
113050090 1.20000 -0.21225 0.05800
113050091 1.20000 -0.21225 0.06200
113050092 1.20000 -0.21225 0.06600
113050093 1.20000 -0.21225 0.07000
113050094 1.20000 -0.21225 0.07400
113050095 1.20000 -0.21225 0.07800
113050096 1.20000 -0.21225 0.08200
113050097 1.20000 -0.21225 0.08600
113050098 1.20000 -0.21225 0.09000
113050099 1.20000 -0.21225 0.09400
113050100 1.20000 -0.21225 0.09800
113050101 1.20000 -0.21225 0.10200
113050102 1.20000 -0.21225 0.10600
113050103 1.20000 -0.21225 0.11000
113050104 1.20000 -0.21225 0.11400
113050105 1.20000 -0.21225 0.11800
113050106 1.20000 -0.21225 0.12200
113050107 1.20000 -0.21225 0.12600
113050108 1.20000 -0.21225 0.13000
113050109 1.20000 -0.21225 0.13400
113050110 1.20000 -0.21225 0.13800
113050111 1.20000 -0.21225 0.14200
113050112 1.20000 -0.21225 0.14600
113050113 1.20000 -0.21225 0.15000
113050114 1.20000 -0.21225 0.15400
113050115 1.20000 -0.21225 0.15800
113050116 1.20000 -0.21225 0.16200
113050117 1.20000 -0.21225 0.16600
113050118 1.20000 -0.21225 0.17000
113050119 1.20000 -0.21225 0.17400
113050120 1.20000 -0.21225 0.17800
113050121 1.20000 -0.21225 0.18200
113050122 1.20000 -0.21225 0.18600
113050123 1.20000 -0.21225 0.19000
113050124 1.20000 -0.21225 0.19400
113050125 1.20000 -0.21225 0.19800
113050126 1.20000 -0.21225 0.20200
113050127 1.20000 -0.21225 0.20600
113050128 1.20000 -0.21225 0.21000
113050129 1.20000 -0.21225 0.21400
113050130 1.20000 -0.21225 0.21800
113050131 1.20000 -0.21225 0.22200
113050132 1.20000 -0.21225 0.22600
113050133 1.20000 -0.21225 0.23000
113050134 1.20000 -0.21225 0.23400
113050135 1.20000 -0.21225 0.23800
113050136 1.20000 -0.21225 0.24200
113050137 1.20000 -0.21225 0.24600
113050138 1.20000 -0.21225 0.25000
113050139 1.20000 -0.21225 0.25400
113050140 1.20000 -0.21225 0.25800
113050141 1.20000 -0.21225 0.26200
113050142 1.20000 -0.21225 0.26600
113050143 1.20000 -0.21225 0.27000
113050144 1.20000 -0.21225 0.27400
113050145 1.20000 -0.21225 0.27800
113050146 1.20000 -0.21225 0.28200
113050147 1.20000 -0.21225 0.28600
113050148 1.20000 -0.21225 0.29000
113050149 1.20000 -0.21225 0.29400
113050150 1.20000 -0.21225 0.29800
113050151 1.20000 -0.19875 -0.29800
113050152 1.20000 -0.19875 -0.29400
113050153 1.20000 -0.19875 -0.29000
113050154 1.20000 -0.19875 -0.28600
113050155 1.20000 -0.19875 -0.28200
113050156 1.20000 -0.19875 -0.27800
113050157 1.20000 -0.19875 -0.27400
113050158 1.20000 -0.19875 -0.27000
113050159 1.20000 -0.19875 -0.26600
113050160 1.20000 -0.19875 -0.26200
113050161 1.20000 -0.19875 -0.25800
113050162 1.20000 -0.19875 -0.25400
113050163 1.20000 -0.19875 -0.25000
113050164 1.20000 -0.19875 -0.24600
113050165 1.20000 -0.19875 -0.24200
113050166 1.20000 -0.19875 -0.23800
113050167 1.20000 -0.19875 -0.23400
113050168 1.20000 -0.19875 -0.23000
113050169 1.20000 -0.19875 -0.22600
113050170 1.20000 -0.19875 -0.22200
113050171 1.20000 -0.19875 -0.21800
113050172 1.20000 -0.19875 -0.21400
113050173 1.20000 -0.19875 -0.21000
113050174 1.20000 -0.19875 -0.20600
113050175 1.20000 -0.19875 -0.20200
113050176 1.20000 -0.19875 -0.19800
113050177 1.20000 -0.19875 -0.19400
113050178 1.20000 -0.19875 -0.19000
113050179 1.20000 -0.19875 -0.18600
113050180 1.20000 -0.19875 -0.18200
113050181 1.20000 -0.19875 -0.17800
113050182 1.20000 -0.19875 -0.17400
113050183 1.20000 -0.19875 -0.17000
113050184 1.20000 -0.19875 -0.16600
113050185 1.20000 -0.19875 -0.16200
113050186 1.20000 -0.19875 -0.15800
113050187 1.20000 -0.19875 -0.15400
113050188 1.20000 -0.19875 -0.15000
113050189 1.20000 -0.19875 -0.14600
113050190 1.20000 -0.19875 -0.14200
113050191 1.20000 -0.19875 -0.13800
113050192 1.20000 -0.19875 -0.13400
113050193 1.20000 -0.19875 -0.13000
113050194 1.20000 -0.19875 -0.12600
113050195 1.20000 -0.19875 -0.12200
113050196 1.20000 -0.19875 -0.11800
113050197 1.20000 -0.19875 -0.11400
113050198 1.20000 -0.19875 -0.11000
113050199 1.20000 -0.19875 -0.10600
113050200 1.20000 -0.19875 -0.10200
113050201 1.20000 -0.19875 -0.09800
113050202 1.20000 -0.19875 -0.09400
113050203 1.20000 -0.19875 -0.09000
113050204 1.20000 -0.19875 -0.08600
113050205 1.20000 -0.19875 -0.08200
113050206 1.20000 -0.19875 -0.07800
113050207 1.20000 -0.19875 -0.07400
113050208 1.20000 -0.19875 -0.07000
113050209 1.20000 -0.19875 -0.06600
113050210 1.20000 -0.19875 -0.06200
113050211 1.20000 -0.19875 -0.05800
113050212 1.20000 -0.19875 -0.05400
113050213 1.20000 -0.19875 -0.05000
113050214 1.20000 -0.19875 -0.04600
113050215 1.20000 -0.19875 -0.04200
113050216 1.20000 -0.19875 -0.03800
113050217 1.20000 -0.19875 -0.03400
113050218 1.20000 -0.19875 -0.03000
113050219 1.20000 -0.19875 -0.02600
113050220 1.20000 -0.19875 -0.02200
113050221 1.20000 -0.19875 -0.01800
113050222 1.20000 -0.19875 -0.01400
113050223 1.20000 -0.19875 -0.01000
113050224 1.20000 -0.19875 -0.00600
113050225 1.20000 -0.19875 -0.00200
113050226 1.20000 -0.19875 0.00200
113050227 1.20000 -0.19875 0.00600
113050228 1.20000 -0.19875 0.01000
113050229 1.20000 -0.19875 0.01400
113050230 1.20000 -0.19875 0.01800
113050231 1.20000 -0.19875 0.02200
113050232 1.20000 -0.19875 0.02600
113050233 1.20000 -0.19875 0.03000
113050234 1.20000 -0.19875 0.03400
113050235 1.20000 -0.19875 0.03800
113050236 1.20000 -0.19875 0.04200
113050237 1.20000 -0.19875 0.04600
113050238 1.20000 -0.19875 0.05000
113050239 1.20000 -0.19875 0.05400
113050240 1.20000 -0.19875 0.05800
113050241 1.20000 -0.19875 0.06200
113050242 1.20000 -0.19875 0.06600
113050243 1.20000 -0.19875 0.07000
113050244 1.20000 -0.19875 0.07400
113050245 1.20000 -0.19875 0.07800
113050246 1.20000 -0.19875 0.08200
113050247 1.20000 -0.19875 0.08600
113050248 1.20000 -0.19875 0.09000
113050249 1.20000 -0.19875 0.09400
113050250 1.20000 -0.19875 0.09800
113050251 1.20000 -0.19875 0.10200
113050252 1.20000 -0.19875 0.10600
113050253 1.20000 -0.19875 0.11000
113050254 1.20000 -0.19875 0.11400
113050255 1.20000 -0.19875 0.11800
113050256 1.20000 -0.19875 0.12200
113050257 1.20000 -0.19875 0.12600
113050258 1.20000 -0.19875 0.13000
113050259 1.20000 -0.19875 0.13400
113050260 1.20000 -0.19875 0.13800
113050261 1.20000 -0.19875 0.14200
113050262 1.20000 -0.19875 0.14600
113050263 1.20000 -0.19875 0.15000
113050264 1.20000 -0.19875 0.15400
113050265 1.20000 -0.19875 0.15800
113050266 1.20000 -0.19875 0.16200
113050267 1.20000 -0.19875 0.16600
113050268 1.20000 -0.19875 0.17000
113050269 1.20000 -0.19875 0.17400
113050270 1.20000 -0.19875 0.17800
113050271 1.20000 -0.19875 0.18200
113050272 1.20000 -0.19875 0.18600
113050273 1.20000 -0.19875 0.19000
113050274 1.20000 -0.19875 0.19400
113050275 1.20000 -0.19875 0.19800
113050276 1.20000 -0.19875 0.20200
113050277 1.20000 -0.19875 0.20600
113050278 1.20000 -0.19875 0.21000
113050279 1.20000 -0.19875 0.21400
113050280 1.20000 -0.19875 0.21800
113050281 1.20000 -0.19875 0.22200
113050282 1.20000 -0.19875 0.22600
113050283 1.20000 -0.19875 0.23000
113050284 1.20000 -0.19875 0.23400
113050285 1.20000 -0.19875 0.23800
113050286 1.20000 -0.19875 0.24200
113050287 1.20000 -0.19875 0.24600
113050288 1.20000 -0.19875 0.25000
113050289 1.20000 -0.19875 0.25400
113050290 1.20000 -0.19875 0.25800
113050291 1.20000 -0.19875 0.26200
113050292 1.20000 -0.19875 0.26600
113050293 1.20000 -0.19875 0.27000
113050294 1.20000 -0.19875 0.27400
113050295 1.20000 -0.19875 0.27800
113050296 1.20000 -0.19875 0.28200
113050297 1.20000 -0.19875 0.28600
113050298 1.20000 -0.19875 0.29000
113050299 1.20000 -0.19875 0.29400
113050300 1.20000 -0.19875 0.29800
113050301 1.20000 -0.18525 -0.29800
113050302 1.20000 -0.18525 -0.29400
113050303 1.20000 -0.18525 -0.29000
113050304 1.20000 -0.18525 -0.28600
113050305 1.20000 -0.18525 -0.28200
113050306 1.20000 -0.18525 -0.27800
113050307 1.20000 -0.18525 -0.27400
113050308 1.20000 -0.18525 -0.27000
113050309 1.20000 -0.18525 -0.26600
113050310 1.20000 -0.18525 -0.26200
113050311 1.20000 -0.18525 -0.25800
113050312 1.20000 -0.18525 -0.25400
113050313 1.20000 -0.18525 -0.25000
113050314 1.20000 -0.18525 -0.24600
113050315 1.20000 -0.18525 -0.24200
113050316 1.20000 -0.18525 -0.23800
113050317 1.20000 -0.18525 -0.23400
113050318 1.20000 -0.18525 -0.23000
113050319 1.20000 -0.18525 -0.22600
113050320 1.20000 -0.18525 -0.22200
113050321 1.20000 -0.18525 -0.21800
113050322 1.20000 -0.18525 -0.21400
113050323 1.20000 -0.18525 -0.21000
113050324 1.20000 -0.18525 -0.20600
113050325 1.20000 -0.18525 -0.20200
113050326 1.20000 -0.18525 -0.19800
113050327 1.20000 -0.18525 -0.19400
113050328 1.20000 -0.18525 -0.19000
113050329 1.20000 -0.18525 -0.18600
113050330 1.20000 -0.18525 -0.18200
113050331 1.20000 -0.18525 -0.17800
113050332 1.20000 -0.18525 -0.17400
113050333 1.20000 -0.18525 -0.17000
113050334 1.20000 -0.18525 -0.16600
113050335 1.20000 -0.18525 -0.16200
